sample_id,scene_path,archive,target_type,target_id,target_class_name,moment_mode,start_timestamp,end_timestamp,horizon_sec,n_future_points,start_x,start_y,end_x,end_y,displacement,avg_speed_est,status
0035,0004_20230322_084251,imptc_set_01.tar.gz,vrus,004,person,middle,1679474593040035,1679474598040035,5.0,126,-3.1564305370848063,2.663859392267475,0.10502613763724691,5.960972713610451,4.637678,0.927536,ok
0036,0004_20230322_084251,imptc_set_01.tar.gz,vrus,005,person,middle,1679474590840035,1679474595840035,5.0,126,-1.6218466144309738,1.408489438950218,-0.15337103123378357,3.7659404945355313,2.777408,0.555482,ok
0037,0004_20230322_084251,imptc_set_01.tar.gz,vrus,006,person,middle,1679474617280035,1679474621640035,5.0,110,33.4426852406119,3.013683827891033,28.16886984563331,7.766082126872527,7.099184,1.628253,ok
0039,0005_20230322_084431,imptc_set_01.tar.gz,vrus,000,person,middle,1679474689720035,1679474694720035,5.0,126,2.3881361672472607,7.325074466553037,7.7016455259504895,12.276614259171454,7.262997,1.452599,ok
0040,0005_20230322_084431,imptc_set_01.tar.gz,vrus,001,person,middle,1679474688880035,1679474693880035,5.0,126,0.6320739093324564,4.317266486545898,5.87573686517112,9.102785703525036,7.099098,1.41982,ok
0041,0005_20230322_084431,imptc_set_01.tar.gz,vrus,002,person,middle,1679474687000035,1679474692000035,5.0,126,1.6972577699315696,2.5642701948073183,6.638175301803535,8.601445310791036,7.801292,1.560258,ok
0042,0005_20230322_084431,imptc_set_01.tar.gz,vrus,004,person,middle,1679474694680035,1679474699680035,5.0,126,26.09232769348207,8.980410642067936,26.05248067806413,8.961206749376966,0.044233,0.008847,ok
0043,0005_20230322_084431,imptc_set_01.tar.gz,vrus,005,person,middle,1679474683160035,1679474688160035,5.0,126,4.343047479586603,21.908142850347044,-1.9536226135632506,27.100225096161367,8.161236,1.632247,ok
0044,0005_20230322_084431,imptc_set_01.tar.gz,vrus,006,person,middle,1679474693320035,1679474698320035,5.0,126,6.72657879258889,10.359459645213727,12.361843001000901,14.041685054409525,6.731641,1.346328,ok
0045,0006_20230322_113007,imptc_set_01.tar.gz,vrus,000,person,middle,1679484644000035,1679484649000035,5.0,126,10.917119750441827,16.41691981595088,10.930033479905028,16.48765900425676,0.071908,0.014382,ok
0046,0006_20230322_113007,imptc_set_01.tar.gz,vrus,001,person,middle,1679484652680035,1679484657680035,5.0,126,10.525094984110902,16.509356133248957,10.543941861298707,16.4750028922972,0.039184,0.007837,ok
0047,0006_20230322_113007,imptc_set_01.tar.gz,vrus,002,person,middle,1679484649080035,1679484654080035,5.0,126,-3.1444740223762273,3.4996171498597657,-3.1512036142545874,3.5184484849425486,0.019998,0.004,ok
0048,0006_20230322_113007,imptc_set_01.tar.gz,vrus,003,person,middle,1679484655440035,1679484660440035,5.0,126,-2.366154384977743,2.6929294133677693,-2.2085595644380382,2.693261526966095,0.157595,0.031519,ok
0049,0006_20230322_113007,imptc_set_01.tar.gz,vrus,004,person,middle,1679484656920035,1679484661920035,5.0,126,11.595287107227119,14.65965266854268,8.35144742527564,10.875724782083445,4.984035,0.996807,ok
0050,0006_20230322_113007,imptc_set_01.tar.gz,vrus,005,person,middle,1679484665360035,1679484670360035,5.0,126,7.458205430967836,10.083967844418524,2.527096060817172,4.469616571905582,7.472401,1.49448,ok
0051,0006_20230322_113007,imptc_set_01.tar.gz,vrus,006,person,middle,1679484620200035,1679484625200035,5.0,126,4.68710107442789,-5.990005930816749,10.622423980388106,-10.710743081471351,7.58376,1.516752,ok
0052,0006_20230322_113007,imptc_set_01.tar.gz,vrus,007,person,middle,1679484670560035,1679484675560035,5.0,126,6.797488238931702,10.02341715811603,2.367934069667578,4.13650421849262,7.367272,1.473454,ok
0053,0006_20230322_113007,imptc_set_01.tar.gz,vrus,009,person,middle,1679484614680035,1679484619680035,5.0,126,10.88354745926044,16.064913239076816,10.76884175356069,16.480930308866807,0.431541,0.086308,ok
0054,0006_20230322_113007,imptc_set_01.tar.gz,vrus,010,person,middle,1679484641720035,1679484646720035,5.0,126,12.18890155231556,-11.626090531250455,17.797125257924606,-16.682262808714725,7.550964,1.510193,ok
0055,0006_20230322_113007,imptc_set_01.tar.gz,vrus,011,person,middle,1679484669720035,1679484674720035,5.0,126,-1.3979582345993233,0.2267091024616014,-5.133613822697933,-6.5644299730529525,7.750787,1.550157,ok
0057,0007_20230322_114343,imptc_set_01.tar.gz,vrus,000,person,middle,1679485465520035,1679485470520035,5.0,126,-2.6683813839623647,2.358730422612189,-2.3986862201144756,2.459658753016017,0.287962,0.057592,ok
0058,0007_20230322_114343,imptc_set_01.tar.gz,vrus,001,person,middle,1679485471280035,1679485476280035,5.0,126,-1.3565295106502089,0.7532226687269588,-1.2771317820564076,1.1518161959185755,0.406424,0.081285,ok
0059,0007_20230322_114343,imptc_set_01.tar.gz,vrus,003,person,middle,1679485475480035,1679485480480035,5.0,126,-0.16687504030123304,-0.1173946811804087,3.0888182385669345,4.338120519224082,5.518256,1.103651,ok
0060,0007_20230322_114343,imptc_set_01.tar.gz,vrus,004,person,middle,1679485436480035,1679485441480035,5.0,126,1.6707751412085212,24.132174218471686,-3.5378807931313307,28.58945383396407,6.855468,1.371094,ok
0061,0007_20230322_114343,imptc_set_01.tar.gz,vrus,005,person,middle,1679485485680035,1679485490680035,5.0,126,11.306300848501994,14.999294462263633,5.199103170458343,10.081208774968106,7.841265,1.568253,ok
0062,0007_20230322_114343,imptc_set_01.tar.gz,vrus,006,person,middle,1679485485680035,1679485490680035,5.0,126,11.335656076453905,15.556819905334672,6.938909345134342,19.345221892196058,5.803738,1.160748,ok
0064,0008_20230322_114623,imptc_set_01.tar.gz,vrus,000,person,middle,1679485650080035,1679485655080035,5.0,126,-2.612450165058675,3.2930475254730136,-2.417245442826027,3.163616502083949,0.234216,0.046843,ok
0065,0008_20230322_114623,imptc_set_01.tar.gz,vrus,002,person,middle,1679485646320035,1679485651320035,5.0,126,11.337132014252427,16.26457629616819,11.301626930015132,16.255992004020207,0.036528,0.007306,ok
0066,0008_20230322_114623,imptc_set_01.tar.gz,vrus,003,person,middle,1679485665600035,1679485670600035,5.0,126,11.720903200919182,14.844183226412389,8.266341354208265,10.54309182934154,5.516646,1.103329,ok
0067,0008_20230322_114623,imptc_set_01.tar.gz,vrus,004,person,middle,1679485606800035,1679485611800035,5.0,126,0.6075404269610687,-3.7645933869535955,3.764256906147998,-5.994529596574523,3.864903,0.772981,ok
0068,0008_20230322_114623,imptc_set_01.tar.gz,vrus,005,person,middle,1679485687000035,1679485692000035,5.0,126,15.145222772808978,13.891230790979737,17.313799651571667,12.294849349481872,2.692798,0.53856,ok
0069,0008_20230322_114623,imptc_set_01.tar.gz,vrus,006,person,middle,1679485714320035,1679485719320035,5.0,126,23.3918868106907,8.670562844986886,17.709646778191882,12.26571375916051,6.724058,1.344812,ok
0070,0008_20230322_114623,imptc_set_01.tar.gz,vrus,007,person,middle,1679485600000035,1679485605000035,5.0,126,23.575181700514552,11.015844852575063,29.094419431136906,6.768581508008421,6.964283,1.392857,ok
0071,0008_20230322_114623,imptc_set_01.tar.gz,vrus,008,person,middle,1679485718960035,1679485723960035,5.0,126,30.796176810362464,9.219187816207581,31.2754961411524,8.499091856155063,0.865035,0.173007,ok
0072,0008_20230322_114623,imptc_set_01.tar.gz,vrus,009,person,middle,1679485697280035,1679485702280035,5.0,126,22.550782866689207,11.125099514135883,26.655212579351407,7.514074750406111,5.466795,1.093359,ok
0073,0008_20230322_114623,imptc_set_01.tar.gz,vrus,010,person,middle,1679485589360035,1679485594360035,5.0,126,-10.340318844349097,-10.698212593707222,-15.657215628822396,-16.201149940719137,7.651909,1.530382,ok
0074,0008_20230322_114623,imptc_set_01.tar.gz,vrus,011,person,middle,1679485725440035,1679485730440035,5.0,126,15.398698904847992,-13.967290607808888,7.969443607884034,-9.411231436732571,8.715016,1.743003,ok
0075,0008_20230322_114623,imptc_set_01.tar.gz,vrus,012,person,middle,1679485673920035,1679485678680035,5.0,120,6.869676599495034,10.591919441005958,12.96616979133378,14.606460215815297,7.299573,1.533524,ok
0076,0009_20230322_115403,imptc_set_01.tar.gz,vrus,000,person,middle,1679486104720035,1679486109720035,5.0,126,11.331164583498952,16.095831054247284,11.297072408207198,16.098465515830387,0.034194,0.006839,ok
0077,0009_20230322_115403,imptc_set_01.tar.gz,vrus,001,person,middle,1679486093720035,1679486098720035,5.0,126,-3.3529615063720954,2.3856409061980184,-3.1262643011280042,2.3519016117661837,0.229194,0.045839,ok
0079,0009_20230322_115403,imptc_set_01.tar.gz,vrus,003,person,middle,1679486082200035,1679486087200035,5.0,126,19.594508505311975,-18.175966219282028,18.829783056548052,-18.45957364236845,0.815621,0.163124,ok
0080,0009_20230322_115403,imptc_set_01.tar.gz,vrus,004,person,middle,1679486064760035,1679486068920035,5.0,105,20.767772600996455,24.631646835044457,16.650010465313738,19.606148072007848,6.497046,1.56179,ok
0082,0010_20230322_115554,imptc_set_01.tar.gz,vrus,000,person,middle,1679486192800035,1679486197800035,5.0,126,9.067972839043515,16.024669230300827,8.260476918765963,15.195302352505522,1.15754,0.231508,ok
0083,0010_20230322_115554,imptc_set_01.tar.gz,vrus,001,person,middle,1679486177000035,1679486182000035,5.0,126,1.641757014994857,-3.8939209509664674,7.3253722666406995,-8.685896342575296,7.434145,1.486829,ok
0085,0010_20230322_115554,imptc_set_01.tar.gz,vrus,004,person,middle,1679486214680035,1679486219680035,5.0,126,-2.5054232057095116,0.14687256381589178,-5.293422217412191,-5.868353186225519,6.629923,1.325985,ok
0086,0010_20230322_115554,imptc_set_01.tar.gz,vrus,005,person,middle,1679486216120035,1679486221120035,5.0,126,-1.9821375011814653,-2.352741005872859,-6.161120206994156,-8.007962021879738,7.031744,1.406349,ok
0087,0010_20230322_115554,imptc_set_01.tar.gz,vrus,006,person,middle,1679486216280035,1679486221280035,5.0,126,-1.330204313779785,-1.4750289709569668,-5.630236130396673,-6.557004846084063,6.657083,1.331417,ok
0089,0011_20230322_115737,imptc_set_01.tar.gz,vrus,000,person,middle,1679486288280035,1679486293280035,5.0,126,10.481147548030176,15.496959883944706,10.477946933553673,15.488024809251087,0.009491,0.001898,ok
0090,0011_20230322_115737,imptc_set_01.tar.gz,vrus,001,person,middle,1679486288000035,1679486293000035,5.0,126,-1.2468213025643742,1.9528817070546964,-1.248922706185375,1.9592597453289264,0.006715,0.001343,ok
0091,0011_20230322_115737,imptc_set_01.tar.gz,vrus,002,person,middle,1679486277800035,1679486282800035,5.0,126,-3.6843967017995514,-3.601830243815424,-7.0827701893027735,-6.767104473914604,4.644126,0.928825,ok
0092,0011_20230322_115737,imptc_set_01.tar.gz,vrus,003,person,middle,1679486308280035,1679486313280035,5.0,126,9.871011949210459,-11.115963335958876,9.888377910848888,-11.076896239013754,0.042753,0.008551,ok
0093,0011_20230322_115737,imptc_set_01.tar.gz,vrus,004,person,middle,1679486274720035,1679486279720035,5.0,126,1.7234881268669762,-5.693597129907014,6.65208257373176,-10.004654058681782,6.547996,1.309599,ok
0094,0011_20230322_115737,imptc_set_01.tar.gz,vrus,005,person,middle,1679486272680035,1679486277680035,5.0,126,25.193313305152238,10.364861872476235,30.191022893638664,5.008661345682656,7.325707,1.465141,ok
0096,0011_20230322_115737,imptc_set_01.tar.gz,vrus,007,person,middle,1679486273760035,1679486278760035,5.0,126,-1.6586232873647608,-0.6037522024745885,-3.8203271853242935,-4.604089624954749,4.54705,0.90941,ok
0099,0011_20230322_115737,imptc_set_01.tar.gz,vrus,010,person,middle,1679486268560035,1679486272920035,5.0,110,19.80379446605165,13.910234646417779,25.05995650251449,9.686235123624355,6.743101,1.546583,ok
0100,0012_20230322_120632,imptc_set_01.tar.gz,vrus,000,person,middle,1679486825600035,1679486830600035,5.0,126,-2.0464688213777014,0.5745636517970295,-2.0678237407295272,0.6328108196969198,0.062038,0.012408,ok
0101,0012_20230322_120632,imptc_set_01.tar.gz,vrus,001,person,middle,1679486825680035,1679486830680035,5.0,126,12.060284734784947,15.264663406297792,11.977114000092174,15.14356986682923,0.146905,0.029381,ok
0102,0012_20230322_120632,imptc_set_01.tar.gz,vrus,002,person,middle,1679486829440035,1679486834440035,5.0,126,13.397943949592573,15.898549981374689,10.155302799162364,14.101529106678457,3.707291,0.741458,ok
0104,0012_20230322_120632,imptc_set_01.tar.gz,vrus,004,person,middle,1679486836960035,1679486841960035,5.0,126,9.331831459480533,10.022586956142652,4.805136132951545,3.872685080748055,7.636247,1.527249,ok
0105,0012_20230322_120632,imptc_set_01.tar.gz,vrus,005,person,middle,1679486808240035,1679486813240035,5.0,126,7.274345904334403,-8.424962565176987,9.0099960414238,-11.579444163615575,3.600449,0.72009,ok
0106,0012_20230322_120632,imptc_set_01.tar.gz,vrus,006,person,middle,1679486845520035,1679486850520035,5.0,126,15.715001581570023,18.187448356832004,13.90555045091558,15.653463475895443,3.11371,0.622742,ok
0107,0012_20230322_120632,imptc_set_01.tar.gz,vrus,007,person,middle,1679486805040035,1679486810040035,5.0,126,30.770740105941908,7.957554289140464,33.959391885560414,2.2275442064081785,6.557478,1.311496,ok
0109,0012_20230322_120632,imptc_set_01.tar.gz,vrus,009,person,middle,1679486849560035,1679486854560035,5.0,126,14.36567066527763,15.64653395224669,14.323855111711577,15.640376718756764,0.042266,0.008453,ok
0110,0012_20230322_120632,imptc_set_01.tar.gz,vrus,010,person,middle,1679486820880035,1679486825880035,5.0,126,32.29768727829729,3.058688173082037,37.549091395469766,-1.6820619853307455,7.074741,1.414948,ok
0111,0012_20230322_120632,imptc_set_01.tar.gz,vrus,011,person,middle,1679486799520035,1679486804520035,5.0,126,30.811072601993178,15.224415212719224,30.63875934419119,8.914140604088407,6.312627,1.262525,ok
0112,0013_20230323_082718,imptc_set_01.tar.gz,vrus,000,person,middle,1679560076199984,1679560081199984,5.0,126,4.081566941643053,-6.99149276383843,-0.8753371566408437,-2.6835608415014294,6.567281,1.313456,ok
0113,0013_20230323_082718,imptc_set_01.tar.gz,vrus,001,person,middle,1679560076199984,1679560081199984,5.0,126,-2.974364299130029,2.5945021499970835,-3.0045236664012465,2.3978470486078467,0.198954,0.039791,ok
0114,0013_20230323_082718,imptc_set_01.tar.gz,vrus,002,person,middle,1679560068079987,1679560073079987,5.0,126,2.9394124827048516,23.086592116861343,-2.782454398571571,28.00572488784153,7.545703,1.509141,ok
0115,0013_20230323_082718,imptc_set_01.tar.gz,vrus,003,person,middle,1679560046920026,1679560051920026,5.0,126,3.1624899784200355,22.965824914705834,-2.7876028950080287,27.550661296983122,7.511613,1.502323,ok
0116,0013_20230323_082718,imptc_set_01.tar.gz,vrus,004,person,middle,1679560044840008,1679560049840008,5.0,126,-12.563498886241865,9.134979870667667,-18.796067937096435,14.198774275190212,8.030376,1.606075,ok
0118,0014_20230323_082848,imptc_set_01.tar.gz,vrus,000,person,middle,1679560169560005,1679560174560005,5.0,126,26.063973329369084,7.274326126802501,25.54755396912854,7.769646907323791,0.715564,0.143113,ok
0119,0014_20230323_082848,imptc_set_01.tar.gz,vrus,001,person,middle,1679560169560005,1679560174560005,5.0,126,-2.724251430303554,1.9285999328241061,-2.6721438834631615,1.9388464567184698,0.053105,0.010621,ok
0120,0014_20230323_082848,imptc_set_01.tar.gz,vrus,002,person,middle,1679560170320011,1679560175320011,5.0,126,10.446482694655522,16.042847921749704,10.436377514119446,16.148479974716913,0.106114,0.021223,ok
0121,0014_20230323_082848,imptc_set_01.tar.gz,vrus,003,person,middle,1679560185359990,1679560190359990,5.0,126,8.91623902724201,-8.717638185647697,13.168585954851618,-12.13363364284366,5.454492,1.090898,ok
0122,0015_20230323_083456,imptc_set_01.tar.gz,vrus,000,person,middle,1679560532920026,1679560537920026,5.0,126,-0.594879752815019,-1.0922286995781216,-0.46980828565752214,-0.9290604998127947,0.205589,0.041118,ok
0123,0015_20230323_083456,imptc_set_01.tar.gz,vrus,001,person,middle,1679560532920026,1679560537920026,5.0,126,-3.585579701854823,1.38441729141778,-3.5855883162598925,1.3830935115398426,0.001324,0.000265,ok
0124,0015_20230323_083456,imptc_set_01.tar.gz,vrus,002,person,middle,1679560532920026,1679560537920026,5.0,126,11.290057773024804,15.574571272633703,11.275833539271968,15.603661186097028,0.032381,0.006476,ok
0125,0015_20230323_083456,imptc_set_01.tar.gz,vrus,003,person,middle,1679560533119996,1679560538119996,5.0,126,-0.6358579918559895,-3.221678265610767,-0.7185121985794705,-3.159882041714539,0.103201,0.02064,ok
0126,0015_20230323_083456,imptc_set_01.tar.gz,vrus,004,person,middle,1679560530320011,1679560535320011,5.0,126,-1.5359130658409972,0.3137768443869206,-1.3909612113852157,0.609945260772723,0.329737,0.065947,ok
0127,0015_20230323_083456,imptc_set_01.tar.gz,vrus,005,person,middle,1679560544840008,1679560549840008,5.0,126,-2.4643148793685667,-2.723882599937336,-1.0646473181267704,0.47439855976831724,3.491142,0.698228,ok
0128,0015_20230323_083456,imptc_set_01.tar.gz,vrus,006,person,middle,1679560550600014,1679560555600014,5.0,126,-0.06708562460789674,-3.39411964254799,-0.050637243379244544,-3.5491250786197446,0.155876,0.031175,ok
0129,0015_20230323_083456,imptc_set_01.tar.gz,vrus,007,person,middle,1679560515960035,1679560520960035,5.0,126,2.501609925477028,23.45605561641782,-1.8528201786529848,26.894262118792966,5.548182,1.109636,ok
0130,0015_20230323_083456,imptc_set_01.tar.gz,vrus,009,person,middle,1679560518760020,1679560523760020,5.0,126,-2.420007166457477,-0.33834271336753824,-8.135403237660224,6.277491802879384,8.742712,1.748542,ok
0131,0015_20230323_083456,imptc_set_01.tar.gz,vrus,010,person,middle,1679560556199984,1679560561199984,5.0,126,7.995467695207109,11.727356022078528,14.141177864739975,15.636831898369024,7.283801,1.45676,ok
0132,0015_20230323_083456,imptc_set_01.tar.gz,vrus,011,person,middle,1679560508640023,1679560513640023,5.0,126,-3.8044509441648953,1.4175452435808442,-3.7956952029104585,1.4313099287849185,0.016313,0.003263,ok
0133,0015_20230323_083456,imptc_set_01.tar.gz,vrus,012,person,middle,1679560548000000,1679560553000000,5.0,126,-4.1288818062688275,-4.468203767239678,-2.0201122519638246,1.6701922748597304,6.490517,1.298103,ok
0134,0015_20230323_083456,imptc_set_01.tar.gz,vrus,013,person,middle,1679560558359990,1679560563359990,5.0,126,8.10398592285005,11.563526243519036,12.75356248192169,15.36629010254644,6.006628,1.201326,ok
0135,0015_20230323_083456,imptc_set_01.tar.gz,vrus,014,person,middle,1679560537039978,1679560542039978,5.0,126,35.513095361405036,12.215652607548595,40.14389802003389,7.232016378177274,6.803011,1.360602,ok
0136,0016_20230323_083733,imptc_set_01.tar.gz,vrus,000,person,middle,1679560700640023,1679560705640023,5.0,126,-1.0779916791518895,-0.04039568265684467,-1.0777943585570524,-0.03940016366708366,0.001015,0.000203,ok
0137,0016_20230323_083733,imptc_set_01.tar.gz,vrus,001,person,middle,1679560699239993,1679560704239993,5.0,126,-3.145072278707468,2.2905980178691765,-3.126401081480202,2.315934603373244,0.031473,0.006295,ok
0138,0016_20230323_083733,imptc_set_01.tar.gz,vrus,002,person,middle,1679560698480017,1679560703480017,5.0,126,-2.534165953499139,1.2835858943099778,-2.3895136518268534,1.229304745357141,0.154502,0.0309,ok
0139,0016_20230323_083733,imptc_set_01.tar.gz,vrus,003,person,middle,1679560737039978,1679560742039978,5.0,126,25.229223766729184,7.170469989256554,25.22265953268049,7.203605058498441,0.033779,0.006756,ok
0140,0016_20230323_083733,imptc_set_01.tar.gz,vrus,004,person,middle,1679560706239993,1679560711239993,5.0,126,-0.7543540023238542,-1.681376475992987,-0.8258761067887818,-1.7214016793721214,0.08196,0.016392,ok
0141,0016_20230323_083733,imptc_set_01.tar.gz,vrus,005,person,middle,1679560726840008,1679560731840008,5.0,126,-1.529894152198845,-2.7387637021394013,0.8067524608731872,2.5748977445307997,5.804732,1.160946,ok
0142,0016_20230323_083733,imptc_set_01.tar.gz,vrus,007,person,middle,1679560727960035,1679560732960035,5.0,126,0.3844723369056443,-1.2936415699677604,3.3444837139011323,5.48583862147425,7.397501,1.4795,ok
0143,0016_20230323_083733,imptc_set_01.tar.gz,vrus,008,person,middle,1679560699079987,1679560704079987,5.0,126,-2.1970434621559045,0.024326940888049285,-2.1803122268399604,-0.02000259239126424,0.047382,0.009476,ok
0144,0016_20230323_083733,imptc_set_01.tar.gz,vrus,009,person,middle,1679560663160005,1679560668160005,5.0,126,18.39253194413388,21.214160775552276,22.36123481645441,26.216746160390944,6.385645,1.277129,ok
0145,0016_20230323_083733,imptc_set_01.tar.gz,vrus,010,person,middle,1679560719000000,1679560724000000,5.0,126,-3.9911936237492105,-4.269576845137568,-1.516684872095296,-3.1619640723179856,2.711088,0.542218,ok
0146,0016_20230323_083733,imptc_set_01.tar.gz,vrus,011,person,middle,1679560689079987,1679560694079987,5.0,126,14.048438477487927,-12.577178709681295,19.406548083315034,-17.23886602062454,7.102159,1.420432,ok
