sample_id,scene_path,archive,target_type,target_id,target_class_name,moment_mode,timestamp,target_x,target_y,target_z,target_velocity,n_neighbors_found,nearest_type,nearest_id,nearest_class,nearest_dist,status
0052,0006_20230322_113007,imptc_set_01.tar.gz,vrus,007,person,middle,1679484670560035,6.797488238931702,10.02341715811603,1.814955328252647,5.694635472635243,15,vrus,003,person,4.765566,ok
0053,0006_20230322_113007,imptc_set_01.tar.gz,vrus,009,person,middle,1679484614680035,10.88354745926044,16.064913239076816,1.7500495416917716,0.5988221130865736,11,vrus,000,person,0.539958,ok
0054,0006_20230322_113007,imptc_set_01.tar.gz,vrus,010,person,middle,1679484641720035,12.18890155231556,-11.626090531250455,1.7142176682944625,4.746923477072322,9,vehicles,1030,car,18.557969,ok
0055,0006_20230322_113007,imptc_set_01.tar.gz,vrus,011,person,middle,1679484669720035,-1.3979582345993233,0.2267091024616014,1.1172990426920588,8.347824700985267,15,vrus,000,person,0.62484,ok
0057,0007_20230322_114343,imptc_set_01.tar.gz,vrus,000,person,middle,1679485465520035,-2.6683813839623647,2.358730422612189,1.6316011205298069,0.04928256367812349,7,vrus,001,person,2.030014,ok
0058,0007_20230322_114343,imptc_set_01.tar.gz,vrus,001,person,middle,1679485471280035,-1.3565295106502089,0.7532226687269588,1.6614864228406974,0.11723066082079413,7,vrus,003,person,1.293105,ok
0059,0007_20230322_114343,imptc_set_01.tar.gz,vrus,003,person,middle,1679485475480035,-0.16687504030123304,-0.1173946811804087,1.7636219694989743,0.05068304871707196,11,vrus,001,person,1.682359,ok
0060,0007_20230322_114343,imptc_set_01.tar.gz,vrus,004,person,middle,1679485436480035,1.6707751412085212,24.132174218471686,1.6220187345719168,4.670464886901406,9,vehicles,1022,car,18.326661,ok
0061,0007_20230322_114343,imptc_set_01.tar.gz,vrus,005,person,middle,1679485485680035,11.306300848501994,14.999294462263633,1.6735211792671276,2.986355625993838,12,vrus,006,person,0.558298,ok
0062,0007_20230322_114343,imptc_set_01.tar.gz,vrus,006,person,middle,1679485485680035,11.335656076453905,15.556819905334672,1.6205483830782266,1.9862947196582728,12,vrus,005,person,0.558298,ok
0064,0008_20230322_114623,imptc_set_01.tar.gz,vrus,000,person,middle,1679485650080035,-2.612450165058675,3.2930475254730136,1.685039696252841,0.20665492105785388,11,vrus,001,person,1.259649,ok
0065,0008_20230322_114623,imptc_set_01.tar.gz,vrus,002,person,middle,1679485646320035,11.337132014252427,16.26457629616819,1.6964465229304857,0.2050664286819741,10,vrus,003,person,1.440345,ok
0066,0008_20230322_114623,imptc_set_01.tar.gz,vrus,003,person,middle,1679485665600035,11.720903200919182,14.844183226412389,1.601493566534109,0.36295342732138264,8,vrus,002,person,1.406567,ok
0067,0008_20230322_114623,imptc_set_01.tar.gz,vrus,004,person,middle,1679485606800035,0.6075404269610687,-3.7645933869535955,1.66888274003707,0.13209722819710473,15,vrus,001,person,6.713004,ok
0068,0008_20230322_114623,imptc_set_01.tar.gz,vrus,005,person,middle,1679485687000035,15.145222772808978,13.891230790979737,1.7422408234326474,0.5380621242527509,9,vrus,000,person,2.446307,ok
0069,0008_20230322_114623,imptc_set_01.tar.gz,vrus,006,person,middle,1679485714320035,23.3918868106907,8.670562844986886,1.7346066100726063,5.39709043876181,14,vehicles,1084,car,6.946811,ok
0070,0008_20230322_114623,imptc_set_01.tar.gz,vrus,007,person,middle,1679485600000035,23.575181700514552,11.015844852575063,1.7602339751543012,4.926088558454326,15,vehicles,1000,car,7.532039,ok
0071,0008_20230322_114623,imptc_set_01.tar.gz,vrus,008,person,middle,1679485718960035,30.796176810362464,9.219187816207581,1.7358008917698704,0.2647284241370673,11,vehicles,1085,car,11.989407,ok
0072,0008_20230322_114623,imptc_set_01.tar.gz,vrus,009,person,middle,1679485697280035,22.550782866689207,11.125099514135883,1.776059498081631,4.399051033046069,15,vrus,000,person,0.904684,ok
0073,0008_20230322_114623,imptc_set_01.tar.gz,vrus,010,person,middle,1679485589360035,-10.340318844349097,-10.698212593707222,1.6802740868500867,5.42059315171809,11,vrus,004,person,13.013324,ok
0074,0008_20230322_114623,imptc_set_01.tar.gz,vrus,011,person,middle,1679485725440035,15.398698904847992,-13.967290607808888,1.7177874507578383,5.988368254266137,7,vehicles,1087,car,15.549379,ok
0075,0008_20230322_114623,imptc_set_01.tar.gz,vrus,012,person,middle,1679485673920035,6.869676599495034,10.591919441005958,1.7229105988425333,6.231871347548197,10,vrus,001,person,0.831708,ok
0076,0009_20230322_115403,imptc_set_01.tar.gz,vrus,000,person,middle,1679486104720035,11.331164583498952,16.095831054247284,1.7985385736957418,0.04514871840159425,5,vehicles,1041,car,13.198756,ok
0077,0009_20230322_115403,imptc_set_01.tar.gz,vrus,001,person,middle,1679486093720035,-3.3529615063720954,2.3856409061980184,1.713718617636618,0.14066040348824296,2,vehicles,1041,car,11.88075,ok
0079,0009_20230322_115403,imptc_set_01.tar.gz,vrus,003,person,middle,1679486082200035,19.594508505311975,-18.175966219282028,1.6993144960070317,0.42795765258450535,4,vehicles,1005,car,6.063098,ok
0080,0009_20230322_115403,imptc_set_01.tar.gz,vrus,004,person,middle,1679486064760035,20.767772600996455,24.631646835044457,1.7254858764050034,5.2962745147315715,11,vehicles,1025,car,10.235831,ok
0082,0010_20230322_115554,imptc_set_01.tar.gz,vrus,000,person,middle,1679486192800035,9.067972839043515,16.024669230300827,1.767684259820731,0.0241242043816109,5,vrus,002,bicycle,3.896666,ok
0083,0010_20230322_115554,imptc_set_01.tar.gz,vrus,001,person,middle,1679486177000035,1.641757014994857,-3.8939209509664674,1.7379482700652913,5.339410461330561,6,vehicles,1044,car,6.689988,ok
0085,0010_20230322_115554,imptc_set_01.tar.gz,vrus,004,person,middle,1679486214680035,-2.5054232057095116,0.14687256381589178,1.7371048449396462,5.084421172372101,7,vrus,006,person,0.766005,ok
0086,0010_20230322_115554,imptc_set_01.tar.gz,vrus,005,person,middle,1679486216120035,-1.9821375011814653,-2.352741005872859,1.8310987200911564,4.7186601747391235,7,vrus,004,person,0.783992,ok
0087,0010_20230322_115554,imptc_set_01.tar.gz,vrus,006,person,middle,1679486216280035,-1.330204313779785,-1.4750289709569668,1.9113737950015146,4.359973129171173,7,vrus,005,person,1.299005,ok
0089,0011_20230322_115737,imptc_set_01.tar.gz,vrus,000,person,middle,1679486288280035,10.481147548030176,15.496959883944706,1.7192603944856781,0.07202524553630396,6,vehicles,1033,car,12.447175,ok
0090,0011_20230322_115737,imptc_set_01.tar.gz,vrus,001,person,middle,1679486288000035,-1.2468213025643742,1.9528817070546964,1.7243404604168213,0.1303770282550002,8,vehicles,1021,car,9.085932,ok
0091,0011_20230322_115737,imptc_set_01.tar.gz,vrus,002,person,middle,1679486277800035,-3.6843967017995514,-3.601830243815424,1.6416209914898408,3.3929968318202475,8,vrus,007,person,0.644273,ok
0092,0011_20230322_115737,imptc_set_01.tar.gz,vrus,003,person,middle,1679486308280035,9.871011949210459,-11.115963335958876,1.7559034907981048,0.1084158183069566,8,vrus,008,bicycle,13.772992,ok
0093,0011_20230322_115737,imptc_set_01.tar.gz,vrus,004,person,middle,1679486274720035,1.7234881268669762,-5.693597129907014,1.6341918966880011,5.212241114674179,9,vrus,007,person,5.492598,ok
0094,0011_20230322_115737,imptc_set_01.tar.gz,vrus,005,person,middle,1679486272680035,25.193313305152238,10.364861872476235,1.704851331928119,5.498616526599888,10,vrus,010,person,0.587977,ok
0096,0011_20230322_115737,imptc_set_01.tar.gz,vrus,007,person,middle,1679486273760035,-1.6586232873647608,-0.6037522024745885,1.7098487944619083,3.0297672519363714,9,vrus,002,person,0.281822,ok
0099,0011_20230322_115737,imptc_set_01.tar.gz,vrus,010,person,middle,1679486268560035,19.80379446605165,13.910234646417779,1.7978362530873988,5.913244197941523,9,vrus,005,person,0.539123,ok
0100,0012_20230322_120632,imptc_set_01.tar.gz,vrus,000,person,middle,1679486825600035,-2.0464688213777014,0.5745636517970295,1.7824753979775994,0.02798398133978923,9,vehicles,1009,car,8.017803,ok
0101,0012_20230322_120632,imptc_set_01.tar.gz,vrus,001,person,middle,1679486825680035,12.060284734784947,15.264663406297792,1.740357684959508,0.019273400991020866,9,vrus,002,person,1.614079,ok
0102,0012_20230322_120632,imptc_set_01.tar.gz,vrus,002,person,middle,1679486829440035,13.397943949592573,15.898549981374689,1.7887027669974842,0.005137671391852687,8,vrus,004,person,1.179681,ok
0104,0012_20230322_120632,imptc_set_01.tar.gz,vrus,004,person,middle,1679486836960035,9.331831459480533,10.022586956142652,1.698979806298033,5.851636380933935,14,vrus,001,person,2.111936,ok
0105,0012_20230322_120632,imptc_set_01.tar.gz,vrus,005,person,middle,1679486808240035,7.274345904334403,-8.424962565176987,1.5949905106776332,4.93100680668694,10,vrus,008,bicycle,0.727024,ok
0106,0012_20230322_120632,imptc_set_01.tar.gz,vrus,006,person,middle,1679486845520035,15.715001581570023,18.187448356832004,1.6946680939437637,2.818522456596695,15,vrus,009,person,0.707994,ok
0107,0012_20230322_120632,imptc_set_01.tar.gz,vrus,007,person,middle,1679486805040035,30.770740105941908,7.957554289140464,1.719795560556161,5.169619089511609,12,vrus,011,person,0.217831,ok
0109,0012_20230322_120632,imptc_set_01.tar.gz,vrus,009,person,middle,1679486849560035,14.36567066527763,15.64653395224669,1.6839576057246741,0.6810330659880173,12,vrus,006,person,0.371345,ok
0110,0012_20230322_120632,imptc_set_01.tar.gz,vrus,010,person,middle,1679486820880035,32.29768727829729,3.058688173082037,1.7071283239613204,5.513698839760851,8,vehicles,1031,car,16.166198,ok
0111,0012_20230322_120632,imptc_set_01.tar.gz,vrus,011,person,middle,1679486799520035,30.811072601993178,15.224415212719224,1.8540831619441063,5.407928188335574,8,vrus,007,person,0.578034,ok
0112,0013_20230323_082718,imptc_set_01.tar.gz,vrus,000,person,middle,1679560076199984,4.081566941643053,-6.99149276383843,1.7808391905052185,5.272106668540161,8,vehicles,1025,car,10.523214,ok
0113,0013_20230323_082718,imptc_set_01.tar.gz,vrus,001,person,middle,1679560076199984,-2.974364299130029,2.5945021499970835,1.669883512670226,0.37288913195246376,8,vehicles,1025,car,10.849195,ok
0114,0013_20230323_082718,imptc_set_01.tar.gz,vrus,002,person,middle,1679560068079987,2.9394124827048516,23.086592116861343,1.7690139424188491,5.7041608962185935,7,vehicles,1045,car,9.851299,ok
0115,0013_20230323_082718,imptc_set_01.tar.gz,vrus,003,person,middle,1679560046920026,3.1624899784200355,22.965824914705834,1.745605075351045,5.55863058191362,15,vehicles,1005,car,8.035767,ok
0116,0013_20230323_082718,imptc_set_01.tar.gz,vrus,004,person,middle,1679560044840008,-12.563498886241865,9.134979870667667,1.519416440152449,6.525262729521387,15,vehicles,1021,car,5.363889,ok
0118,0014_20230323_082848,imptc_set_01.tar.gz,vrus,000,person,middle,1679560169560005,26.063973329369084,7.274326126802501,1.748128074830849,2.3396829464072604,8,vehicles,1053,car,12.284529,ok
0119,0014_20230323_082848,imptc_set_01.tar.gz,vrus,001,person,middle,1679560169560005,-2.724251430303554,1.9285999328241061,1.7556561209507946,0.5363665659053086,8,vrus,003,person,4.456637,ok
0120,0014_20230323_082848,imptc_set_01.tar.gz,vrus,002,person,middle,1679560170320011,10.446482694655522,16.042847921749704,1.7844496081027004,0.19609058868312923,8,vehicles,1051,car,8.384024,ok
0121,0014_20230323_082848,imptc_set_01.tar.gz,vrus,003,person,middle,1679560185359990,8.91623902724201,-8.717638185647697,1.720844241601628,4.202512557764814,10,vehicles,1046,car,9.236698,ok
0122,0015_20230323_083456,imptc_set_01.tar.gz,vrus,000,person,middle,1679560532920026,-0.594879752815019,-1.0922286995781216,1.762537245405953,0.13392860729545364,12,vrus,008,person,1.687338,ok
0123,0015_20230323_083456,imptc_set_01.tar.gz,vrus,001,person,middle,1679560532920026,-3.585579701854823,1.38441729141778,1.683033186349084,0.015115578135080066,12,vrus,004,person,2.327458,ok
0124,0015_20230323_083456,imptc_set_01.tar.gz,vrus,002,person,middle,1679560532920026,11.290057773024804,15.574571272633703,1.7802306589554637,0.1554750968224004,12,vehicles,1047,car,8.957588,ok
0125,0015_20230323_083456,imptc_set_01.tar.gz,vrus,003,person,middle,1679560533119996,-0.6358579918559895,-3.221678265610767,1.8037133304076927,0.37494152762836924,12,vrus,006,person,0.786652,ok
0126,0015_20230323_083456,imptc_set_01.tar.gz,vrus,004,person,middle,1679560530320011,-1.5359130658409972,0.3137768443869206,1.664747514573678,0.9923716747342409,11,vrus,000,person,1.670565,ok
0127,0015_20230323_083456,imptc_set_01.tar.gz,vrus,005,person,middle,1679560544840008,-2.4643148793685667,-2.723882599937336,1.6681791029344928,0.020092091803354344,14,vrus,008,person,1.4348,ok
0128,0015_20230323_083456,imptc_set_01.tar.gz,vrus,006,person,middle,1679560550600014,-0.06708562460789674,-3.39411964254799,1.9094104564629588,0.706768723436618,15,vrus,003,person,0.812057,ok
0129,0015_20230323_083456,imptc_set_01.tar.gz,vrus,007,person,middle,1679560515960035,2.501609925477028,23.45605561641782,1.5831971722386793,4.068948780896809,15,vehicles,1047,car,10.371311,ok
0130,0015_20230323_083456,imptc_set_01.tar.gz,vrus,009,person,middle,1679560518760020,-2.420007166457477,-0.33834271336753824,1.729574135370067,6.014664080057653,14,vrus,004,person,1.154182,ok
0131,0015_20230323_083456,imptc_set_01.tar.gz,vrus,010,person,middle,1679560556199984,7.995467695207109,11.727356022078528,1.6001559761734583,5.602386586530586,15,vrus,004,person,1.599609,ok
0132,0015_20230323_083456,imptc_set_01.tar.gz,vrus,011,person,middle,1679560508640023,-3.8044509441648953,1.4175452435808442,1.7073443479986197,0.016964036065086247,15,vrus,001,person,0.448214,ok
0133,0015_20230323_083456,imptc_set_01.tar.gz,vrus,012,person,middle,1679560548000000,-4.1288818062688275,-4.468203767239678,1.7182972853499767,5.093049779820759,15,vrus,003,person,3.416975,ok
0134,0015_20230323_083456,imptc_set_01.tar.gz,vrus,013,person,middle,1679560558359990,8.10398592285005,11.563526243519036,1.8585189962100275,5.561220112872789,15,vrus,000,person,0.044731,ok
0135,0015_20230323_083456,imptc_set_01.tar.gz,vrus,014,person,middle,1679560537039978,35.513095361405036,12.215652607548595,1.642768833763382,5.055198152208385,15,vehicles,1047,car,12.22673,ok
0136,0016_20230323_083733,imptc_set_01.tar.gz,vrus,000,person,middle,1679560700640023,-1.0779916791518895,-0.04039568265684467,1.7780213981110267,0.05879398697610112,15,vrus,008,person,1.072653,ok
0137,0016_20230323_083733,imptc_set_01.tar.gz,vrus,001,person,middle,1679560699239993,-3.145072278707468,2.2905980178691765,1.6626036082837252,0.08200877973582807,15,vrus,002,person,1.170691,ok
0138,0016_20230323_083733,imptc_set_01.tar.gz,vrus,002,person,middle,1679560698480017,-2.534165953499139,1.2835858943099778,1.739281687667973,0.03160975960028064,15,vrus,001,person,1.165975,ok
0139,0016_20230323_083733,imptc_set_01.tar.gz,vrus,003,person,middle,1679560737039978,25.229223766729184,7.170469989256554,1.7258608630813483,0.008380844789669535,15,vehicles,1062,car,6.876774,ok
0140,0016_20230323_083733,imptc_set_01.tar.gz,vrus,004,person,middle,1679560706239993,-0.7543540023238542,-1.681376475992987,1.7585880728341927,0.020482941266453773,15,vrus,000,person,1.679178,ok
0141,0016_20230323_083733,imptc_set_01.tar.gz,vrus,005,person,middle,1679560726840008,-1.529894152198845,-2.7387637021394013,1.628378182004364,2.445142966535695,15,vrus,010,person,0.214705,ok
0142,0016_20230323_083733,imptc_set_01.tar.gz,vrus,007,person,middle,1679560727960035,0.3844723369056443,-1.2936415699677604,1.676964114678143,4.748174785243004,15,vrus,005,person,1.541154,ok
0143,0016_20230323_083733,imptc_set_01.tar.gz,vrus,008,person,middle,1679560699079987,-2.1970434621559045,0.024326940888049285,1.7323454201531296,0.1169576921384658,15,vrus,000,person,1.115949,ok
0144,0016_20230323_083733,imptc_set_01.tar.gz,vrus,009,person,middle,1679560663160005,18.39253194413388,21.214160775552276,1.7487163758119948,4.729823155891195,15,vrus,019,person,1.20249,ok
0145,0016_20230323_083733,imptc_set_01.tar.gz,vrus,010,person,middle,1679560719000000,-3.9911936237492105,-4.269576845137568,1.5627654914452012,3.5172163121887148,15,vrus,005,person,2.844793,ok
0146,0016_20230323_083733,imptc_set_01.tar.gz,vrus,011,person,middle,1679560689079987,14.048438477487927,-12.577178709681295,1.7321860286809978,4.391560047109241,15,vehicles,1029,car,7.797388,ok
0147,0016_20230323_083733,imptc_set_01.tar.gz,vrus,012,person,middle,1679560705720011,-2.221769206453189,-3.431445893127997,1.7333753755886907,2.525003814336836,15,vrus,005,person,0.233781,ok
0148,0016_20230323_083733,imptc_set_01.tar.gz,vrus,013,person,middle,1679560766920026,-3.6292568063319735,-3.986631000902544,1.6139669217860646,4.995780916061358,14,vrus,014,person,7.724017,ok
0149,0016_20230323_083733,imptc_set_01.tar.gz,vrus,014,person,middle,1679560767280002,-8.468041331921318,-9.39817244502086,1.7014187311100972,4.717100296013726,14,vrus,013,person,7.749119,ok
0150,0016_20230323_083733,imptc_set_01.tar.gz,vrus,016,person,middle,1679560729800029,-1.1245954960974935,3.9648126719171675,1.6295625957675615,6.852988513302729,15,vrus,006,person,1.579731,ok
0151,0016_20230323_083733,imptc_set_01.tar.gz,vrus,017,person,middle,1679560733680002,4.516266962836621,9.121083377805581,1.6627687954186061,5.124078825667816,15,vrus,001,person,1.420608,ok
0152,0016_20230323_083733,imptc_set_01.tar.gz,vrus,018,person,middle,1679560666480017,34.8515034675927,12.985003290682267,1.7163935780005075,5.566911942818601,15,vehicles,1030,car,10.876928,ok
0153,0016_20230323_083733,imptc_set_01.tar.gz,vrus,019,person,middle,1679560659800029,17.00929797273062,18.721901299268396,2.142963359366933,0.9409568221634207,15,vrus,009,person,1.667136,ok
0154,0016_20230323_083733,imptc_set_01.tar.gz,vrus,020,person,middle,1679560658800029,19.55777287298469,22.171899842852103,1.7563063456074293,4.980018657858634,15,vrus,021,person,4.02011,ok
0155,0016_20230323_083733,imptc_set_01.tar.gz,vrus,021,person,middle,1679560658320011,21.370859097503157,24.732536085609524,1.7296995528079826,6.265143543405061,15,vrus,020,person,3.808215,ok
0156,0016_20230323_083733,imptc_set_01.tar.gz,vrus,022,person,middle,1679560735760020,5.732199874910262,9.85554963317278,1.5925922595755462,5.446394362644625,15,vrus,016,person,0.703305,ok
