sample_id,src_info,archive,scene_path,radius,target_type,target_id,target_class_name,target_first_ts,target_last_ts,target_length,target_duration,other_type,other_id,common_timestamps,close_frames,min_dist,other_class_name,other_first_ts,other_last_ts,other_length,other_duration,other_member_path
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,002,person,1679472907040035,1679472944840035,946,37.88,vehicles,1009,133,19,4.285673,car,1679472919680035,1679472924960035,133,5.32,0000_20230322_081506/vehicles/1009/track.json
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,002,person,1679472907040035,1679472944840035,946,37.88,vehicles,1001,84,18,4.043868,car,1679472935840035,1679472939160035,84,3.36,0000_20230322_081506/vehicles/1001/track.json
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,002,person,1679472907040035,1679472944840035,946,37.88,vehicles,1014,139,16,4.315395,car,1679472931280035,1679472936800035,139,5.56,0000_20230322_081506/vehicles/1014/track.json
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,002,person,1679472907040035,1679472944840035,946,37.88,vehicles,1023,122,11,3.886766,car,1679472936800035,1679472941640035,122,4.88,0000_20230322_081506/vehicles/1023/track.json
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,002,person,1679472907040035,1679472944840035,946,37.88,vehicles,1027,120,7,3.95531,car,1679472938240035,1679472943000035,120,4.8,0000_20230322_081506/vehicles/1027/track.json
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,002,person,1679472907040035,1679472944840035,946,37.88,vehicles,1024,90,1,4.87041,car,1679472941240035,1679472944800035,90,3.6,0000_20230322_081506/vehicles/1024/track.json
0002,20230322_081506/003,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,003,person,1679472919640035,1679472940280035,517,20.72,vrus,000,517,174,1.001904,person,1679472907040035,1679472995040035,2201,88.08,0000_20230322_081506/vrus/000/track.json
0002,20230322_081506/003,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,003,person,1679472919640035,1679472940280035,517,20.72,vehicles,1006,116,21,4.568835,car,1679472923680035,1679472928280035,116,4.64,0000_20230322_081506/vehicles/1006/track.json
0003,20230322_081506/004,imptc_set_01.tar.gz,0000_20230322_081506,5.0,vrus,004,bicycle,1679472983800035,1679472994920035,279,11.2,vehicles,1049,230,36,4.408883,car,1679472981600035,1679472992960035,285,11.4,0000_20230322_081506/vehicles/1049/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,001,1605,1605,1.721616,person,1679474094960035,1679474159120035,1605,64.24,0001_20230322_083454/vrus/001/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,003,1325,1093,1.695189,person,1679474109080035,1679474165200035,1404,56.2,0001_20230322_083454/vrus/003/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,002,1340,725,1.190896,person,1679474108480035,1679474171640035,1580,63.24,0001_20230322_083454/vrus/002/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,008,726,502,0.817109,scooter,1679474104200035,1679474133200035,726,29.08,0001_20230322_083454/vrus/008/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,013,347,347,0.793125,person,1679474121280035,1679474135120035,347,13.92,0001_20230322_083454/vrus/013/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,005,934,303,0.732941,person,1679474121560035,1679474158880035,934,37.4,0001_20230322_083454/vrus/005/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,010,658,226,1.59739,person,1679474094960035,1679474121240035,658,26.36,0001_20230322_083454/vrus/010/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,004,1062,76,1.155414,person,1679474119600035,1679474171640035,1302,52.12,0001_20230322_083454/vrus/004/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1038,1678,68,4.405319,car,1679474094760035,1679474164960035,1756,70.24,0001_20230322_083454/vehicles/1038/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1029,315,54,4.357169,car,1679474127360035,1679474139920035,315,12.6,0001_20230322_083454/vehicles/1029/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1027,353,29,4.0192,truck,1679474094760035,1679474109040035,358,14.32,0001_20230322_083454/vehicles/1027/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1006,93,14,4.318258,car,1679474107320035,1679474111000035,93,3.72,0001_20230322_083454/vehicles/1006/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1015,148,13,4.280675,car,1679474121240035,1679474127120035,148,5.92,0001_20230322_083454/vehicles/1015/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1010,106,12,3.950153,car,1679474110560035,1679474114760035,106,4.24,0001_20230322_083454/vehicles/1010/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1012,76,10,4.450417,car,1679474120440035,1679474123440035,76,3.04,0001_20230322_083454/vehicles/1012/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,015,103,8,4.580457,motorcycle,1679474127360035,1679474131440035,103,4.16,0001_20230322_083454/vrus/015/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vrus,007,623,4,4.866419,person,1679474137160035,1679474166680035,739,29.6,0001_20230322_083454/vrus/007/track.json
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,000,person,1679474094960035,1679474162040035,1678,67.16,vehicles,1004,74,1,4.881631,car,1679474094760035,1679474097880035,79,3.16,0001_20230322_083454/vehicles/1004/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,000,1605,1605,1.721616,person,1679474094960035,1679474162040035,1678,67.16,0001_20230322_083454/vrus/000/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,003,1252,978,2.287877,person,1679474109080035,1679474165200035,1404,56.2,0001_20230322_083454/vrus/003/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,002,1267,528,3.06365,person,1679474108480035,1679474171640035,1580,63.24,0001_20230322_083454/vrus/002/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,008,726,462,2.608306,scooter,1679474104200035,1679474133200035,726,29.08,0001_20230322_083454/vrus/008/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,013,347,347,2.638579,person,1679474121280035,1679474135120035,347,13.92,0001_20230322_083454/vrus/013/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,005,934,304,1.45585,person,1679474121560035,1679474158880035,934,37.4,0001_20230322_083454/vrus/005/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,010,658,195,1.771175,person,1679474094960035,1679474121240035,658,26.36,0001_20230322_083454/vrus/010/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,004,989,71,0.880622,person,1679474119600035,1679474171640035,1302,52.12,0001_20230322_083454/vrus/004/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1038,1605,55,4.446089,car,1679474094760035,1679474164960035,1756,70.24,0001_20230322_083454/vehicles/1038/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1029,315,48,3.906758,car,1679474127360035,1679474139920035,315,12.6,0001_20230322_083454/vehicles/1029/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1027,353,38,3.262483,truck,1679474094760035,1679474109040035,358,14.32,0001_20230322_083454/vehicles/1027/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1032,150,37,4.80051,car,1679474153160035,1679474170600035,437,17.48,0001_20230322_083454/vehicles/1032/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1006,93,19,3.653444,car,1679474107320035,1679474111000035,93,3.72,0001_20230322_083454/vehicles/1006/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1015,148,17,3.548597,car,1679474121240035,1679474127120035,148,5.92,0001_20230322_083454/vehicles/1015/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1010,106,15,3.130874,car,1679474110560035,1679474114760035,106,4.24,0001_20230322_083454/vehicles/1010/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vehicles,1012,76,12,3.723839,car,1679474120440035,1679474123440035,76,3.04,0001_20230322_083454/vehicles/1012/track.json
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,001,person,1679474094960035,1679474159120035,1605,64.24,vrus,015,103,8,3.792514,motorcycle,1679474127360035,1679474131440035,103,4.16,0001_20230322_083454/vrus/015/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,000,1340,725,1.190896,person,1679474094960035,1679474162040035,1678,67.16,0001_20230322_083454/vrus/000/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,003,1404,666,1.279703,person,1679474109080035,1679474165200035,1404,56.2,0001_20230322_083454/vrus/003/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,001,1267,528,3.06365,person,1679474094960035,1679474159120035,1605,64.24,0001_20230322_083454/vrus/001/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,005,934,459,0.048349,person,1679474121560035,1679474158880035,934,37.4,0001_20230322_083454/vrus/005/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,013,347,175,0.689093,person,1679474121280035,1679474135120035,347,13.92,0001_20230322_083454/vrus/013/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,007,739,171,4.52869,person,1679474137160035,1679474166680035,739,29.6,0001_20230322_083454/vrus/007/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,008,619,124,0.646669,scooter,1679474104200035,1679474133200035,726,29.08,0001_20230322_083454/vrus/008/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vrus,004,1302,77,1.033839,person,1679474119600035,1679474171640035,1302,52.12,0001_20230322_083454/vrus/004/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vehicles,1029,315,50,4.219428,car,1679474127360035,1679474139920035,315,12.6,0001_20230322_083454/vehicles/1029/track.json
0006,20230322_083454/002,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,002,person,1679474108480035,1679474171640035,1580,63.24,vehicles,1038,1413,36,3.549019,car,1679474094760035,1679474164960035,1756,70.24,0001_20230322_083454/vehicles/1038/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,000,1325,1093,1.695189,person,1679474094960035,1679474162040035,1678,67.16,0001_20230322_083454/vrus/000/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,001,1252,978,2.287877,person,1679474094960035,1679474159120035,1605,64.24,0001_20230322_083454/vrus/001/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,002,1404,666,1.279703,person,1679474108480035,1679474171640035,1580,63.24,0001_20230322_083454/vrus/002/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,008,604,390,1.323043,scooter,1679474104200035,1679474133200035,726,29.08,0001_20230322_083454/vrus/008/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,013,347,347,0.880641,person,1679474121280035,1679474135120035,347,13.92,0001_20230322_083454/vrus/013/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,005,934,283,1.239139,person,1679474121560035,1679474158880035,934,37.4,0001_20230322_083454/vrus/005/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vehicles,1038,1398,111,2.794101,car,1679474094760035,1679474164960035,1756,70.24,0001_20230322_083454/vehicles/1038/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vehicles,1029,315,94,3.078266,car,1679474127360035,1679474139920035,315,12.6,0001_20230322_083454/vehicles/1029/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vehicles,1032,302,93,3.599671,car,1679474153160035,1679474170600035,437,17.48,0001_20230322_083454/vehicles/1032/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,004,1141,63,2.802503,person,1679474119600035,1679474171640035,1302,52.12,0001_20230322_083454/vrus/004/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vehicles,1026,216,46,3.718914,car,1679474150360035,1679474158960035,216,8.64,0001_20230322_083454/vehicles/1026/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,010,305,45,4.391021,person,1679474094960035,1679474121240035,658,26.36,0001_20230322_083454/vrus/010/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vehicles,1015,148,15,3.918493,car,1679474121240035,1679474127120035,148,5.92,0001_20230322_083454/vehicles/1015/track.json
0007,20230322_083454/003,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,003,person,1679474109080035,1679474165200035,1404,56.2,vrus,015,103,13,3.829047,motorcycle,1679474127360035,1679474131440035,103,4.16,0001_20230322_083454/vrus/015/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,009,659,403,2.202384,person,1679474145320035,1679474171640035,659,26.4,0001_20230322_083454/vrus/009/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,014,337,303,2.763149,person,1679474155920035,1679474169360035,337,13.52,0001_20230322_083454/vrus/014/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,002,1302,77,1.033839,person,1679474108480035,1679474171640035,1580,63.24,0001_20230322_083454/vrus/002/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,000,1062,76,1.155414,person,1679474094960035,1679474162040035,1678,67.16,0001_20230322_083454/vrus/000/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,007,739,73,1.173448,person,1679474137160035,1679474166680035,739,29.6,0001_20230322_083454/vrus/007/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,001,989,71,0.880622,person,1679474094960035,1679474159120035,1605,64.24,0001_20230322_083454/vrus/001/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vrus,003,1141,63,2.802503,person,1679474109080035,1679474165200035,1404,56.2,0001_20230322_083454/vrus/003/track.json
0008,20230322_083454/004,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,004,person,1679474119600035,1679474171640035,1302,52.12,vehicles,1032,437,25,4.406145,car,1679474153160035,1679474170600035,437,17.48,0001_20230322_083454/vehicles/1032/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,002,934,459,0.048349,person,1679474108480035,1679474171640035,1580,63.24,0001_20230322_083454/vrus/002/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,001,934,304,1.45585,person,1679474094960035,1679474159120035,1605,64.24,0001_20230322_083454/vrus/001/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,000,934,303,0.732941,person,1679474094960035,1679474162040035,1678,67.16,0001_20230322_083454/vrus/000/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,003,934,283,1.239139,person,1679474109080035,1679474165200035,1404,56.2,0001_20230322_083454/vrus/003/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,013,340,174,0.590829,person,1679474121280035,1679474135120035,347,13.92,0001_20230322_083454/vrus/013/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,008,292,124,1.223766,scooter,1679474104200035,1679474133200035,726,29.08,0001_20230322_083454/vrus/008/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vehicles,1029,315,74,4.099367,car,1679474127360035,1679474139920035,315,12.6,0001_20230322_083454/vehicles/1029/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vrus,009,340,54,1.148703,person,1679474145320035,1679474171640035,659,26.4,0001_20230322_083454/vrus/009/track.json
0009,20230322_083454/005,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,005,person,1679474121560035,1679474158880035,934,37.4,vehicles,1033,223,8,4.674158,car,1679474150000035,1679474171520035,539,21.56,0001_20230322_083454/vehicles/1033/track.json
0010,20230322_083454/006,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,006,person,1679474094960035,1679474124880035,749,30.0,vrus,012,379,77,1.275858,person,1679474101680035,1679474116800035,379,15.2,0001_20230322_083454/vrus/012/track.json
0010,20230322_083454/006,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,006,person,1679474094960035,1679474124880035,749,30.0,vehicles,1008,111,16,4.442262,car,1679474104280035,1679474108680035,111,4.44,0001_20230322_083454/vehicles/1008/track.json
0010,20230322_083454/006,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,006,person,1679474094960035,1679474124880035,749,30.0,vehicles,1011,116,15,3.510241,truck,1679474113600035,1679474118200035,116,4.64,0001_20230322_083454/vehicles/1011/track.json
0011,20230322_083454/007,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,007,person,1679474137160035,1679474166680035,739,29.6,vrus,002,739,171,4.52869,person,1679474108480035,1679474171640035,1580,63.24,0001_20230322_083454/vrus/002/track.json
0011,20230322_083454/007,imptc_set_01.tar.gz,0001_20230322_083454,5.0,vrus,007,person,1679474137160035,1679474166680035,739,29.6,vrus,004,739,73,1.173448,person,1679474119600035,1679474171640035,1302,52.12,0001_20230322_083454/vrus/004/track.json
