sample_id,src_info,src_scene_code,src_track_id,archive,scene_path,track_type,track_id,member_path,match_count_for_sample
0103,20230322_120632/003,20230322_120632,003,imptc_set_01.tar.gz,0012_20230322_120632,vrus,003,0012_20230322_120632/vrus/003/track.json,1
0104,20230322_120632/004,20230322_120632,004,imptc_set_01.tar.gz,0012_20230322_120632,vrus,004,0012_20230322_120632/vrus/004/track.json,1
0105,20230322_120632/005,20230322_120632,005,imptc_set_01.tar.gz,0012_20230322_120632,vrus,005,0012_20230322_120632/vrus/005/track.json,1
0106,20230322_120632/006,20230322_120632,006,imptc_set_01.tar.gz,0012_20230322_120632,vrus,006,0012_20230322_120632/vrus/006/track.json,1
0107,20230322_120632/007,20230322_120632,007,imptc_set_01.tar.gz,0012_20230322_120632,vrus,007,0012_20230322_120632/vrus/007/track.json,1
0108,20230322_120632/008,20230322_120632,008,imptc_set_01.tar.gz,0012_20230322_120632,vrus,008,0012_20230322_120632/vrus/008/track.json,1
0109,20230322_120632/009,20230322_120632,009,imptc_set_01.tar.gz,0012_20230322_120632,vrus,009,0012_20230322_120632/vrus/009/track.json,1
0110,20230322_120632/010,20230322_120632,010,imptc_set_01.tar.gz,0012_20230322_120632,vrus,010,0012_20230322_120632/vrus/010/track.json,1
0111,20230322_120632/011,20230322_120632,011,imptc_set_01.tar.gz,0012_20230322_120632,vrus,011,0012_20230322_120632/vrus/011/track.json,1
0112,20230323_082718/000,20230323_082718,000,imptc_set_01.tar.gz,0013_20230323_082718,vrus,000,0013_20230323_082718/vrus/000/track.json,1
0113,20230323_082718/001,20230323_082718,001,imptc_set_01.tar.gz,0013_20230323_082718,vrus,001,0013_20230323_082718/vrus/001/track.json,1
0114,20230323_082718/002,20230323_082718,002,imptc_set_01.tar.gz,0013_20230323_082718,vrus,002,0013_20230323_082718/vrus/002/track.json,1
0115,20230323_082718/003,20230323_082718,003,imptc_set_01.tar.gz,0013_20230323_082718,vrus,003,0013_20230323_082718/vrus/003/track.json,1
0116,20230323_082718/004,20230323_082718,004,imptc_set_01.tar.gz,0013_20230323_082718,vrus,004,0013_20230323_082718/vrus/004/track.json,1
0117,20230323_082718/005,20230323_082718,005,imptc_set_01.tar.gz,0013_20230323_082718,vrus,005,0013_20230323_082718/vrus/005/track.json,1
0118,20230323_082848/000,20230323_082848,000,imptc_set_01.tar.gz,0014_20230323_082848,vrus,000,0014_20230323_082848/vrus/000/track.json,1
0119,20230323_082848/001,20230323_082848,001,imptc_set_01.tar.gz,0014_20230323_082848,vrus,001,0014_20230323_082848/vrus/001/track.json,1
0120,20230323_082848/002,20230323_082848,002,imptc_set_01.tar.gz,0014_20230323_082848,vrus,002,0014_20230323_082848/vrus/002/track.json,1
0121,20230323_082848/003,20230323_082848,003,imptc_set_01.tar.gz,0014_20230323_082848,vrus,003,0014_20230323_082848/vrus/003/track.json,1
0122,20230323_083456/000,20230323_083456,000,imptc_set_01.tar.gz,0015_20230323_083456,vrus,000,0015_20230323_083456/vrus/000/track.json,1
0123,20230323_083456/001,20230323_083456,001,imptc_set_01.tar.gz,0015_20230323_083456,vrus,001,0015_20230323_083456/vrus/001/track.json,1
0124,20230323_083456/002,20230323_083456,002,imptc_set_01.tar.gz,0015_20230323_083456,vrus,002,0015_20230323_083456/vrus/002/track.json,1
0125,20230323_083456/003,20230323_083456,003,imptc_set_01.tar.gz,0015_20230323_083456,vrus,003,0015_20230323_083456/vrus/003/track.json,1
0126,20230323_083456/004,20230323_083456,004,imptc_set_01.tar.gz,0015_20230323_083456,vrus,004,0015_20230323_083456/vrus/004/track.json,1
0127,20230323_083456/005,20230323_083456,005,imptc_set_01.tar.gz,0015_20230323_083456,vrus,005,0015_20230323_083456/vrus/005/track.json,1
0128,20230323_083456/006,20230323_083456,006,imptc_set_01.tar.gz,0015_20230323_083456,vrus,006,0015_20230323_083456/vrus/006/track.json,1
0129,20230323_083456/007,20230323_083456,007,imptc_set_01.tar.gz,0015_20230323_083456,vrus,007,0015_20230323_083456/vrus/007/track.json,1
0130,20230323_083456/009,20230323_083456,009,imptc_set_01.tar.gz,0015_20230323_083456,vrus,009,0015_20230323_083456/vrus/009/track.json,1
0131,20230323_083456/010,20230323_083456,010,imptc_set_01.tar.gz,0015_20230323_083456,vrus,010,0015_20230323_083456/vrus/010/track.json,1
0132,20230323_083456/011,20230323_083456,011,imptc_set_01.tar.gz,0015_20230323_083456,vrus,011,0015_20230323_083456/vrus/011/track.json,1
0133,20230323_083456/012,20230323_083456,012,imptc_set_01.tar.gz,0015_20230323_083456,vrus,012,0015_20230323_083456/vrus/012/track.json,1
0134,20230323_083456/013,20230323_083456,013,imptc_set_01.tar.gz,0015_20230323_083456,vrus,013,0015_20230323_083456/vrus/013/track.json,1
0135,20230323_083456/014,20230323_083456,014,imptc_set_01.tar.gz,0015_20230323_083456,vrus,014,0015_20230323_083456/vrus/014/track.json,1
0136,20230323_083733/000,20230323_083733,000,imptc_set_01.tar.gz,0016_20230323_083733,vrus,000,0016_20230323_083733/vrus/000/track.json,1
0137,20230323_083733/001,20230323_083733,001,imptc_set_01.tar.gz,0016_20230323_083733,vrus,001,0016_20230323_083733/vrus/001/track.json,1
0138,20230323_083733/002,20230323_083733,002,imptc_set_01.tar.gz,0016_20230323_083733,vrus,002,0016_20230323_083733/vrus/002/track.json,1
0139,20230323_083733/003,20230323_083733,003,imptc_set_01.tar.gz,0016_20230323_083733,vrus,003,0016_20230323_083733/vrus/003/track.json,1
0140,20230323_083733/004,20230323_083733,004,imptc_set_01.tar.gz,0016_20230323_083733,vrus,004,0016_20230323_083733/vrus/004/track.json,1
0141,20230323_083733/005,20230323_083733,005,imptc_set_01.tar.gz,0016_20230323_083733,vrus,005,0016_20230323_083733/vrus/005/track.json,1
0142,20230323_083733/007,20230323_083733,007,imptc_set_01.tar.gz,0016_20230323_083733,vrus,007,0016_20230323_083733/vrus/007/track.json,1
0143,20230323_083733/008,20230323_083733,008,imptc_set_01.tar.gz,0016_20230323_083733,vrus,008,0016_20230323_083733/vrus/008/track.json,1
0144,20230323_083733/009,20230323_083733,009,imptc_set_01.tar.gz,0016_20230323_083733,vrus,009,0016_20230323_083733/vrus/009/track.json,1
0145,20230323_083733/010,20230323_083733,010,imptc_set_01.tar.gz,0016_20230323_083733,vrus,010,0016_20230323_083733/vrus/010/track.json,1
0146,20230323_083733/011,20230323_083733,011,imptc_set_01.tar.gz,0016_20230323_083733,vrus,011,0016_20230323_083733/vrus/011/track.json,1
0147,20230323_083733/012,20230323_083733,012,imptc_set_01.tar.gz,0016_20230323_083733,vrus,012,0016_20230323_083733/vrus/012/track.json,1
0148,20230323_083733/013,20230323_083733,013,imptc_set_01.tar.gz,0016_20230323_083733,vrus,013,0016_20230323_083733/vrus/013/track.json,1
0149,20230323_083733/014,20230323_083733,014,imptc_set_01.tar.gz,0016_20230323_083733,vrus,014,0016_20230323_083733/vrus/014/track.json,1
0150,20230323_083733/016,20230323_083733,016,imptc_set_01.tar.gz,0016_20230323_083733,vrus,016,0016_20230323_083733/vrus/016/track.json,1
0151,20230323_083733/017,20230323_083733,017,imptc_set_01.tar.gz,0016_20230323_083733,vrus,017,0016_20230323_083733/vrus/017/track.json,1
0152,20230323_083733/018,20230323_083733,018,imptc_set_01.tar.gz,0016_20230323_083733,vrus,018,0016_20230323_083733/vrus/018/track.json,1
0153,20230323_083733/019,20230323_083733,019,imptc_set_01.tar.gz,0016_20230323_083733,vrus,019,0016_20230323_083733/vrus/019/track.json,1
0154,20230323_083733/020,20230323_083733,020,imptc_set_01.tar.gz,0016_20230323_083733,vrus,020,0016_20230323_083733/vrus/020/track.json,1
0155,20230323_083733/021,20230323_083733,021,imptc_set_01.tar.gz,0016_20230323_083733,vrus,021,0016_20230323_083733/vrus/021/track.json,1
0156,20230323_083733/022,20230323_083733,022,imptc_set_01.tar.gz,0016_20230323_083733,vrus,022,0016_20230323_083733/vrus/022/track.json,1
0157,20230323_083733/023,20230323_083733,023,imptc_set_01.tar.gz,0016_20230323_083733,vrus,023,0016_20230323_083733/vrus/023/track.json,1
0158,20230323_084041/000,20230323_084041,000,imptc_set_01.tar.gz,0017_20230323_084041,vrus,000,0017_20230323_084041/vrus/000/track.json,1
0159,20230323_084041/001,20230323_084041,001,imptc_set_01.tar.gz,0017_20230323_084041,vrus,001,0017_20230323_084041/vrus/001/track.json,1
0160,20230323_084041/002,20230323_084041,002,imptc_set_01.tar.gz,0017_20230323_084041,vrus,002,0017_20230323_084041/vrus/002/track.json,1
0161,20230323_084041/003,20230323_084041,003,imptc_set_01.tar.gz,0017_20230323_084041,vrus,003,0017_20230323_084041/vrus/003/track.json,1
0162,20230323_084041/004,20230323_084041,004,imptc_set_01.tar.gz,0017_20230323_084041,vrus,004,0017_20230323_084041/vrus/004/track.json,1
0163,20230323_084041/005,20230323_084041,005,imptc_set_01.tar.gz,0017_20230323_084041,vrus,005,0017_20230323_084041/vrus/005/track.json,1
0164,20230323_084041/006,20230323_084041,006,imptc_set_01.tar.gz,0017_20230323_084041,vrus,006,0017_20230323_084041/vrus/006/track.json,1
0165,20230323_084041/007,20230323_084041,007,imptc_set_01.tar.gz,0017_20230323_084041,vrus,007,0017_20230323_084041/vrus/007/track.json,1
0166,20230323_084041/008,20230323_084041,008,imptc_set_01.tar.gz,0017_20230323_084041,vrus,008,0017_20230323_084041/vrus/008/track.json,1
0167,20230323_084041/009,20230323_084041,009,imptc_set_01.tar.gz,0017_20230323_084041,vrus,009,0017_20230323_084041/vrus/009/track.json,1
0168,20230323_084041/010,20230323_084041,010,imptc_set_01.tar.gz,0017_20230323_084041,vrus,010,0017_20230323_084041/vrus/010/track.json,1
0169,20230323_084041/011,20230323_084041,011,imptc_set_01.tar.gz,0017_20230323_084041,vrus,011,0017_20230323_084041/vrus/011/track.json,1
0170,20230323_084041/012,20230323_084041,012,imptc_set_01.tar.gz,0017_20230323_084041,vrus,012,0017_20230323_084041/vrus/012/track.json,1
0171,20230323_084041/013,20230323_084041,013,imptc_set_01.tar.gz,0017_20230323_084041,vrus,013,0017_20230323_084041/vrus/013/track.json,1
0172,20230323_084041/014,20230323_084041,014,imptc_set_01.tar.gz,0017_20230323_084041,vrus,014,0017_20230323_084041/vrus/014/track.json,1
0173,20230323_085243/000,20230323_085243,000,imptc_set_01.tar.gz,0018_20230323_085243,vrus,000,0018_20230323_085243/vrus/000/track.json,1
0174,20230323_085243/001,20230323_085243,001,imptc_set_01.tar.gz,0018_20230323_085243,vrus,001,0018_20230323_085243/vrus/001/track.json,1
0175,20230323_085243/002,20230323_085243,002,imptc_set_01.tar.gz,0018_20230323_085243,vrus,002,0018_20230323_085243/vrus/002/track.json,1
0176,20230323_085243/003,20230323_085243,003,imptc_set_01.tar.gz,0018_20230323_085243,vrus,003,0018_20230323_085243/vrus/003/track.json,1
0177,20230323_103917/000,20230323_103917,000,imptc_set_01.tar.gz,0019_20230323_103917,vrus,000,0019_20230323_103917/vrus/000/track.json,1
0178,20230323_103917/001,20230323_103917,001,imptc_set_01.tar.gz,0019_20230323_103917,vrus,001,0019_20230323_103917/vrus/001/track.json,1
0179,20230323_103917/002,20230323_103917,002,imptc_set_01.tar.gz,0019_20230323_103917,vrus,002,0019_20230323_103917/vrus/002/track.json,1
0180,20230323_103917/003,20230323_103917,003,imptc_set_01.tar.gz,0019_20230323_103917,vrus,003,0019_20230323_103917/vrus/003/track.json,1
0181,20230323_103917/004,20230323_103917,004,imptc_set_01.tar.gz,0019_20230323_103917,vrus,004,0019_20230323_103917/vrus/004/track.json,1
0182,20230323_103917/005,20230323_103917,005,imptc_set_01.tar.gz,0019_20230323_103917,vrus,005,0019_20230323_103917/vrus/005/track.json,1
0183,20230323_103917/006,20230323_103917,006,imptc_set_01.tar.gz,0019_20230323_103917,vrus,006,0019_20230323_103917/vrus/006/track.json,1
0184,20230323_103917/007,20230323_103917,007,imptc_set_01.tar.gz,0019_20230323_103917,vrus,007,0019_20230323_103917/vrus/007/track.json,1
0185,20230323_110950/000,20230323_110950,000,imptc_set_01.tar.gz,0020_20230323_110950,vrus,000,0020_20230323_110950/vrus/000/track.json,1
0186,20230323_110950/001,20230323_110950,001,imptc_set_01.tar.gz,0020_20230323_110950,vrus,001,0020_20230323_110950/vrus/001/track.json,1
0187,20230323_110950/002,20230323_110950,002,imptc_set_01.tar.gz,0020_20230323_110950,vrus,002,0020_20230323_110950/vrus/002/track.json,1
0188,20230323_110950/003,20230323_110950,003,imptc_set_01.tar.gz,0020_20230323_110950,vrus,003,0020_20230323_110950/vrus/003/track.json,1
0189,20230323_110950/004,20230323_110950,004,imptc_set_01.tar.gz,0020_20230323_110950,vrus,004,0020_20230323_110950/vrus/004/track.json,1
