sample_id,nearest_type,nearest_class,nearest_dist,n_neighbors_found,displacement,avg_speed_est,status_moment,status_future
0149,vrus,person,7.749119,14,6.861244,1.372249,ok,ok
0150,vrus,person,1.579731,15,7.654321,1.530864,ok,ok
0151,vrus,person,1.420608,15,7.373492,1.474698,ok,ok
0152,vehicles,car,10.876928,15,6.834912,1.366982,ok,ok
0153,vrus,person,1.667136,15,3.436177,0.687235,ok,ok
0154,vrus,person,4.02011,15,6.818686,1.363737,ok,ok
0155,vrus,person,3.808215,15,7.471125,1.556489,ok,ok
0156,vrus,person,0.703305,15,6.382273,1.424623,ok,ok
3499,vrus,person,1.072653,15,0.001015,0.000203,ok,ok
3500,vrus,person,1.165975,15,0.154502,0.0309,ok,ok
3501,vehicles,car,6.876774,15,0.033779,0.006756,ok,ok
3502,vrus,person,1.679178,15,0.08196,0.016392,ok,ok
3503,vrus,person,0.214705,15,5.804732,1.160946,ok,ok
3504,vrus,person,6.286208,14,6.209514,1.241903,ok,ok
3505,vrus,person,1.115949,15,0.047382,0.009476,ok,ok
3506,vrus,person,1.20249,15,6.385645,1.277129,ok,ok
3507,vrus,person,2.844793,15,2.711088,0.542218,ok,ok
3508,vehicles,car,7.797388,15,7.102159,1.420432,ok,ok
3509,vrus,person,0.233781,15,0.705902,0.14118,ok,ok
3510,vrus,person,7.724017,14,5.681825,1.136365,ok,ok
3511,vrus,person,7.749119,14,6.861244,1.372249,ok,ok
3512,vrus,person,0.40614,15,6.110566,1.222113,ok,ok
3513,vrus,person,1.579731,15,7.654321,1.530864,ok,ok
3514,vrus,person,1.420608,15,7.373492,1.474698,ok,ok
3515,vehicles,car,10.876928,15,6.834912,1.366982,ok,ok
3516,vrus,person,1.667136,15,3.436177,0.687235,ok,ok
3517,vrus,person,4.02011,15,6.818686,1.363737,ok,ok
0158,vrus,person,7.499492,5,0.056226,0.011245,ok,ok
0160,vrus,person,0.948469,7,2.128996,0.425799,ok,ok
0161,vrus,person,2.75156,13,0.038515,0.007703,ok,ok
0162,vrus,person,1.890236,14,0.047294,0.009459,ok,ok
0163,vrus,person,1.646248,14,0.046741,0.009348,ok,ok
0164,vrus,person,9.343207,14,7.26225,1.45245,ok,ok
0165,vehicles,car,8.678884,14,8.227921,1.645584,ok,ok
0166,vehicles,car,7.020822,8,8.156874,1.631375,ok,ok
0167,vrus,person,1.305628,10,0.044845,0.008969,ok,ok
0168,vrus,person,11.968105,11,0.160376,0.032075,ok,ok
0169,vehicles,car,7.178883,7,6.47161,1.294322,ok,ok
0170,vrus,bicycle,5.811622,7,0.490704,0.098141,ok,ok
0173,vrus,person,5.987198,7,0.037259,0.007452,ok,ok
0174,vehicles,car,5.097689,6,0.051521,0.010304,ok,ok
0175,vrus,person,2.528703,6,0.005582,0.001116,ok,ok
0176,vrus,person,2.529551,6,0.018343,0.003669,ok,ok
0177,vehicles,car,17.637908,4,0.057447,0.011489,ok,ok
0178,vehicles,car,13.818534,4,0.178318,0.035664,ok,ok
0179,vrus,person,3.034608,12,5.161182,1.032236,ok,ok
0180,vehicles,car,9.357636,11,0.827545,0.165509,ok,ok
0185,vehicles,car,15.342988,8,0.088843,0.017769,ok,ok
0186,vehicles,truck,19.474355,7,7.715178,1.543036,ok,ok
0187,vrus,person,19.537126,4,4.894741,0.978948,ok,ok
0188,vrus,person,10.530838,9,13.42182,2.684364,ok,ok
0189,vrus,person,0.531396,6,3.963729,0.792746,ok,ok
0190,vrus,person,3.641796,4,9.305316,1.861063,ok,ok
0191,vrus,person,0.785448,8,7.786826,1.557365,ok,ok
0192,vehicles,car,23.469762,9,1.839231,0.367846,ok,ok
0193,vehicles,car,11.40457,7,0.100192,0.020038,ok,ok
0194,vehicles,car,8.883988,7,0.171298,0.03426,ok,ok
0195,vrus,person,8.696999,4,5.065917,1.013183,ok,ok
0197,vrus,person,12.586175,9,8.146989,1.629398,ok,ok
0198,vrus,person,1.970097,3,0.004025,0.000805,ok,ok
0199,vrus,person,2.197054,4,6.819222,1.363844,ok,ok
0200,vehicles,car,12.192976,4,4.122662,0.824532,ok,ok
0201,vrus,person,0.505199,4,3.043649,0.60873,ok,ok
0202,vrus,person,0.6081,6,0.037292,0.007458,ok,ok
0203,vrus,person,0.061589,5,0.089475,0.017895,ok,ok
0204,vrus,person,0.089617,6,0.004451,0.00089,ok,ok
0205,vehicles,car,6.737212,6,8.171237,1.634247,ok,ok
0206,vehicles,car,4.364691,5,8.193255,1.638651,ok,ok
0207,vehicles,car,7.499613,10,3.153073,0.630615,ok,ok
0209,vehicles,car,4.756902,12,0.190811,0.038162,ok,ok
0210,vrus,person,1.611555,9,0.01174,0.002348,ok,ok
0211,vehicles,car,13.363888,14,7.421757,1.484351,ok,ok
0212,vrus,person,0.66958,6,0.049446,0.009889,ok,ok
0213,vrus,person,0.664717,10,2.077143,0.415429,ok,ok
0214,vrus,person,0.626579,11,1.764508,0.352902,ok,ok
0215,vrus,person,1.345362,15,7.443311,1.488662,ok,ok
0216,vrus,person,1.725901,15,7.321358,1.464272,ok,ok
0217,vrus,person,1.197185,15,7.995519,1.599104,ok,ok
0218,vrus,person,3.080431,15,7.630949,1.52619,ok,ok
0219,vrus,person,0.742883,4,0.640896,0.128179,ok,ok
0220,vrus,person,0.692256,7,0.20487,0.041305,ok,ok
0221,vrus,person,0.822561,15,7.615343,1.54784,ok,ok
0222,vrus,person,0.751068,4,0.183249,0.038498,ok,ok
0223,vrus,person,2.399697,14,0.162529,0.032506,ok,ok
0224,vrus,person,0.131422,13,8.671067,1.734213,ok,ok
0225,vrus,person,2.575767,15,0.025131,0.005026,ok,ok
0226,vrus,person,0.785732,10,5.560239,1.112048,ok,ok
0227,vrus,person,0.077064,13,8.327212,1.665442,ok,ok
0228,vehicles,car,5.405171,7,6.883216,1.376643,ok,ok
0229,vehicles,car,7.394054,11,8.665234,1.733047,ok,ok
0231,vehicles,car,19.022854,12,8.949675,1.789935,ok,ok
0232,vehicles,car,5.782416,15,7.701884,1.540377,ok,ok
0233,vehicles,car,4.548983,12,7.659717,1.531943,ok,ok
0234,vrus,person,0.184461,6,2.152269,0.430454,ok,ok
0235,vrus,person,0.116324,5,5.742756,1.148551,ok,ok
0236,vehicles,car,9.270445,7,0.023157,0.004631,ok,ok
0237,vehicles,car,6.876401,15,6.587175,1.317435,ok,ok
0238,vehicles,car,12.335733,9,5.723372,1.144674,ok,ok
0239,vrus,person,0.324825,4,0.02411,0.004822,ok,ok
0240,vrus,person,0.266171,5,0.011099,0.00222,ok,ok
0241,vehicles,car,4.029459,9,0.883504,0.176701,ok,ok
0242,vehicles,car,15.068372,8,7.199361,1.439872,ok,ok
0246,vrus,person,12.318207,9,0.050319,0.010064,ok,ok
0247,vehicles,car,16.982845,13,0.092016,0.018403,ok,ok
0248,vehicles,car,9.039871,9,7.082832,1.416566,ok,ok
0249,vehicles,car,12.803096,8,7.875798,1.57516,ok,ok
0251,vrus,bicycle,10.715894,10,0.026162,0.005232,ok,ok
0252,vehicles,car,10.382165,13,2.859586,0.571917,ok,ok
0253,vrus,bicycle,0.726199,14,4.544521,0.908904,ok,ok
0254,vehicles,car,7.573393,14,7.511629,1.502326,ok,ok
0257,vehicles,car,7.850887,10,6.206089,1.241218,ok,ok
0258,vrus,person,4.914225,5,0.302377,0.060475,ok,ok
0260,vrus,person,1.923152,5,0.082861,0.016572,ok,ok
0261,vehicles,car,8.878951,11,8.093849,1.61877,ok,ok
0263,vehicles,car,15.078444,13,6.597089,1.363033,ok,ok
0264,vehicles,car,16.442443,5,0.015643,0.003129,ok,ok
0265,vehicles,car,8.151402,7,8.530428,1.706086,ok,ok
0266,vehicles,car,7.295105,6,6.668738,1.333748,ok,ok
0268,vehicles,car,7.266788,10,8.036231,1.607246,ok,ok
0269,vehicles,car,3.486058,10,2.445038,0.489008,ok,ok
0270,vrus,person,0.499961,9,5.466456,1.093291,ok,ok
0271,vrus,person,2.428832,8,4.27852,0.855704,ok,ok
0272,vrus,person,2.518371,7,0.013014,0.002603,ok,ok
0273,vrus,person,0.518904,12,0.961208,0.192242,ok,ok
0274,vrus,person,0.519169,10,6.581775,1.316355,ok,ok
0275,vehicles,car,7.337185,5,0.252537,0.050507,ok,ok
0277,vehicles,car,15.19568,12,0.049808,0.009962,ok,ok
0278,vrus,person,0.657465,8,6.960547,1.392109,ok,ok
0279,vrus,person,4.218524,8,9.217267,1.843453,ok,ok
0280,vrus,person,0.643503,8,7.499034,1.499807,ok,ok
0282,vehicles,truck,3.951888,6,13.223958,2.644792,ok,ok
0286,vehicles,car,13.064682,11,0.081697,0.016339,ok,ok
0287,vrus,bicycle,10.265382,11,0.172836,0.034567,ok,ok
0288,vrus,person,1.313725,11,0.614186,0.122837,ok,ok
0290,vrus,bicycle,6.505825,11,6.686942,1.337388,ok,ok
0291,vrus,person,0.336297,15,6.870688,1.374138,ok,ok
0292,vrus,person,0.878344,15,7.190901,1.43818,ok,ok
0293,vrus,person,0.826269,15,7.181778,1.436356,ok,ok
0295,vrus,person,2.772114,15,7.669908,1.533982,ok,ok
0296,vrus,person,0.943671,15,5.866559,1.173312,ok,ok
0297,vrus,person,0.832045,15,6.921559,1.384312,ok,ok
0298,vrus,person,1.211589,12,0.063642,0.012728,ok,ok
0300,vehicles,car,9.386482,13,7.725757,1.545151,ok,ok
0301,vrus,person,3.864677,15,7.829948,1.56599,ok,ok
0303,vrus,person,2.157917,13,1.350315,0.270063,ok,ok
0306,vehicles,car,7.770544,15,6.918852,1.38377,ok,ok
0308,vrus,bicycle,6.445692,15,7.394743,1.478949,ok,ok
0309,vrus,bicycle,21.259677,14,7.458372,1.491674,ok,ok
0312,vrus,person,2.483316,5,1.758312,0.351662,ok,ok
0313,vrus,person,4.764784,9,6.161729,1.232346,ok,ok
0314,vrus,person,0.515214,9,7.644812,1.528962,ok,ok
0315,vrus,person,0.487034,9,7.312516,1.462503,ok,ok
0316,vrus,person,0.627228,10,7.311753,1.462351,ok,ok
0317,vrus,person,0.848184,11,7.427411,1.614639,ok,ok
0319,vrus,bicycle,14.620307,6,0.710135,0.142027,ok,ok
0320,vehicles,car,7.528817,15,7.218982,1.443796,ok,ok
0323,vehicles,car,3.016106,15,8.661477,1.732295,ok,ok
0324,vrus,person,6.962773,14,8.45,1.69,ok,ok
0325,vehicles,car,5.509539,10,0.028909,0.005782,ok,ok
0327,vrus,person,8.625311,9,0.021697,0.004339,ok,ok
0328,vrus,person,2.196152,12,6.237987,1.247597,ok,ok
0329,vrus,person,5.377727,14,0.486433,0.097287,ok,ok
0330,vrus,person,0.645788,15,6.963575,1.392715,ok,ok
0331,vrus,person,2.065386,15,7.25074,1.450148,ok,ok
0332,vrus,person,0.495618,15,6.210458,1.242092,ok,ok
0333,vrus,person,1.36262,15,6.80589,1.361178,ok,ok
0334,vrus,person,1.587117,13,0.074853,0.014971,ok,ok
0335,vrus,person,0.194498,13,6.589257,1.317851,ok,ok
0337,vehicles,car,8.969874,9,7.916213,1.583243,ok,ok
0338,vrus,scooter,13.650165,5,9.196111,1.839222,ok,ok
0341,vrus,person,2.503246,12,8.387362,1.677472,ok,ok
0342,vrus,person,1.26359,12,8.778283,1.755657,ok,ok
0343,vrus,person,0.149193,14,3.487283,0.697457,ok,ok
0344,vrus,person,11.148812,13,0.256403,0.051281,ok,ok
0346,vehicles,car,9.549407,14,7.333205,1.466641,ok,ok
0347,vehicles,car,19.141667,11,5.887983,1.177597,ok,ok
0348,vehicles,car,7.895808,12,6.287122,1.257424,ok,ok
0349,vehicles,car,6.321092,12,0.207724,0.041545,ok,ok
0350,vehicles,car,4.765602,14,6.94087,1.388174,ok,ok
0351,vrus,person,5.30306,14,6.233511,1.246702,ok,ok
0352,vrus,person,0.291717,15,7.213565,1.442713,ok,ok
0353,vehicles,car,7.431614,10,6.588586,1.317717,ok,ok
0354,vrus,person,1.963461,11,0.740339,0.148068,ok,ok
0355,vrus,person,0.985106,14,5.840602,1.16812,ok,ok
0356,vehicles,car,2.693771,15,0.284684,0.056937,ok,ok
0357,vrus,person,0.732135,15,0.080019,0.016004,ok,ok
0364,vrus,person,0.534713,10,0.213403,0.042681,ok,ok
0365,vrus,person,1.474334,9,0.033495,0.006699,ok,ok
0366,vrus,person,0.527083,14,0.027374,0.005475,ok,ok
0367,vrus,person,1.433319,10,0.03249,0.006498,ok,ok
0368,vrus,person,2.233238,10,0.008728,0.001746,ok,ok
0369,vrus,person,1.604104,11,0.631713,0.126343,ok,ok
0370,vrus,person,1.570899,12,0.484107,0.096821,ok,ok
0371,vrus,person,1.74088,10,8.618629,1.723726,ok,ok
0372,vrus,person,0.705736,10,0.009895,0.001979,ok,ok
0373,vehicles,car,8.033742,13,6.129549,1.22591,ok,ok
0374,vrus,person,5.020618,10,5.885341,1.177068,ok,ok
0375,vrus,person,4.544706,15,6.909416,1.381883,ok,ok
0376,vehicles,car,3.744684,15,5.285931,1.057186,ok,ok
0377,vrus,person,11.940382,10,7.205656,1.441131,ok,ok
0381,vrus,person,0.292997,8,0.208285,0.041657,ok,ok
0382,vrus,person,0.518309,8,0.035168,0.007034,ok,ok
0383,vrus,bicycle,0.590091,8,0.055926,0.011185,ok,ok
0384,vehicles,car,5.659804,13,3.715728,0.743146,ok,ok
0385,vrus,bicycle,3.140155,15,0.03097,0.006194,ok,ok
0386,vrus,person,3.128677,14,7.117687,1.423537,ok,ok
0387,vrus,person,2.56598,14,0.023057,0.004611,ok,ok
0388,vrus,person,17.460557,11,5.844071,1.168814,ok,ok
0389,vrus,person,1.72872,15,5.682821,1.136564,ok,ok
0390,vrus,person,0.848214,15,5.805397,1.161079,ok,ok
0391,vrus,person,7.803385,11,5.132702,1.02654,ok,ok
0392,vrus,person,10.283934,13,7.151493,1.430299,ok,ok
0393,vehicles,car,6.452027,13,5.995929,1.199186,ok,ok
0395,vrus,person,0.965689,14,0.111234,0.022247,ok,ok
0396,vrus,bicycle,0.886434,15,0.482127,0.096425,ok,ok
0397,vrus,person,13.665574,11,5.109855,1.171979,ok,ok
0400,vrus,person,1.609587,11,7.879853,1.575971,ok,ok
0401,vrus,person,0.153322,10,5.563322,1.112664,ok,ok
0402,vrus,person,0.61907,15,0.078711,0.015742,ok,ok
0403,vrus,person,3.708696,14,0.132934,0.026587,ok,ok
0404,vrus,person,1.058712,14,0.318223,0.063645,ok,ok
0405,vrus,person,0.676796,13,0.087243,0.017449,ok,ok
0406,vrus,person,0.745764,15,0.033464,0.006693,ok,ok
0407,vrus,person,1.552042,14,5.481061,1.096212,ok,ok
0408,vrus,person,1.968503,11,6.42684,1.285368,ok,ok
0409,vrus,person,8.519653,15,4.640829,0.928166,ok,ok
0410,vrus,person,0.570217,15,0.06772,0.013544,ok,ok
0411,vehicles,car,7.627564,10,6.121955,1.224391,ok,ok
0412,vrus,person,0.726721,15,0.04413,0.008826,ok,ok
0413,vrus,person,0.788456,11,5.682489,1.136498,ok,ok
0414,vrus,person,0.995686,14,8.430408,1.686082,ok,ok
0417,vrus,person,1.662988,14,8.999016,1.890529,ok,ok
0419,vehicles,car,7.869271,13,6.36036,1.272072,ok,ok
0427,vehicles,car,5.203377,7,6.830826,1.366165,ok,ok
0429,vehicles,car,10.412484,7,6.61529,1.333728,ok,ok
0430,vrus,person,1.469659,6,0.021247,0.004249,ok,ok
0431,vrus,person,1.468321,8,0.015604,0.003121,ok,ok
0432,vehicles,car,9.291466,6,9.605733,1.921147,ok,ok
0433,vrus,bicycle,6.11271,13,0.044921,0.008984,ok,ok
0435,vrus,person,14.413626,10,1.078887,0.215777,ok,ok
0436,vrus,person,19.663833,7,0.004562,0.000912,ok,ok
0438,vehicles,car,7.869042,12,0.02748,0.005496,ok,ok
0440,vehicles,car,9.973932,6,0.170293,0.034059,ok,ok
0441,vehicles,car,7.557561,9,0.030963,0.006193,ok,ok
0442,vrus,person,6.785257,2,6.43832,1.287664,ok,ok
0443,vrus,person,0.495558,5,4.554535,0.910907,ok,ok
0444,vehicles,car,10.259922,4,6.554616,1.310923,ok,ok
0445,vrus,person,4.09135,5,6.681415,1.336283,ok,ok
0446,vrus,person,3.647136,5,7.570789,1.514158,ok,ok
0447,vehicles,car,16.463322,8,7.98529,1.597058,ok,ok
0448,vehicles,car,9.193217,5,4.807083,1.12315,ok,ok
0450,vrus,person,2.60349,11,0.006951,0.00139,ok,ok
0451,vrus,person,2.841683,11,0.333955,0.066791,ok,ok
0452,vrus,person,3.627382,11,0.145238,0.029048,ok,ok
0453,vrus,person,2.60349,11,0.014755,0.002951,ok,ok
0454,vrus,person,1.697163,14,7.669066,1.533813,ok,ok
0455,vehicles,car,9.403386,12,6.894352,1.37887,ok,ok
0456,vehicles,car,4.648693,11,7.537136,1.507427,ok,ok
0457,vrus,person,0.519732,10,0.150506,0.030101,ok,ok
0458,vrus,person,0.306028,13,5.213237,1.042647,ok,ok
0459,vrus,person,2.787127,14,8.41695,1.68339,ok,ok
0460,vrus,person,2.240751,11,7.594107,1.518821,ok,ok
0461,vrus,person,1.640902,10,7.828095,1.565619,ok,ok
0462,vrus,person,0.272592,15,5.278787,1.055757,ok,ok
0463,vrus,person,2.112416,9,7.732099,1.54642,ok,ok
0464,vrus,person,5.906829,9,5.898595,1.179719,ok,ok
0465,vehicles,car,3.373372,7,8.414575,1.682915,ok,ok
0466,vehicles,car,6.57676,8,5.636224,1.127245,ok,ok
0470,vrus,person,1.693084,8,0.045891,0.009178,ok,ok
0471,vrus,person,1.532706,5,5.582014,1.116403,ok,ok
0472,vehicles,truck,7.554511,9,6.117624,1.223525,ok,ok
0473,vrus,person,1.561186,10,0.221945,0.044389,ok,ok
0474,vehicles,car,24.439394,8,6.204252,1.24085,ok,ok
0478,vrus,person,0.741013,6,1.915489,0.383098,ok,ok
0479,vehicles,car,4.945521,8,0.030409,0.006082,ok,ok
0480,vrus,bicycle,0.898382,11,7.558816,1.511763,ok,ok
0483,vehicles,car,5.91772,13,6.131246,1.226249,ok,ok
0490,vrus,person,1.553275,9,8.833151,1.76663,ok,ok
0491,vrus,person,12.121132,9,6.565054,1.313011,ok,ok
0492,vrus,person,1.680553,11,6.02497,1.204994,ok,ok
0493,vrus,person,6.055219,11,8.068558,1.613712,ok,ok
0494,vrus,bicycle,3.248997,11,7.428661,1.485732,ok,ok
0496,vrus,person,3.564935,11,5.596544,1.119309,ok,ok
0497,vehicles,car,8.651073,11,5.958973,1.191795,ok,ok
0498,vrus,person,1.969688,9,0.022116,0.004423,ok,ok
0499,vrus,person,1.007803,12,0.013979,0.002796,ok,ok
0500,vehicles,car,9.642462,11,3.87629,0.775258,ok,ok
0501,vehicles,car,11.146055,11,7.424028,1.484806,ok,ok
0502,vrus,person,10.021797,15,7.778158,1.62045,ok,ok
0504,vehicles,car,4.33204,15,0.661198,0.13224,ok,ok
0505,vrus,motorcycle,9.152866,15,0.023181,0.004636,ok,ok
0506,vrus,person,7.441983,14,6.502853,1.300571,ok,ok
0507,vrus,person,4.478415,15,1.963213,0.392643,ok,ok
0508,vehicles,car,6.723314,15,8.075987,1.615197,ok,ok
0509,vrus,bicycle,1.632643,14,0.072982,0.014596,ok,ok
0510,vrus,person,3.15808,12,6.580912,1.316182,ok,ok
