sample_id,scene_path,archive,timestamp,target_id,target_class_name,nearest_type,nearest_class,nearest_dist,n_neighbors_found,displacement,avg_speed_est,light_status,matched_signal_ts,signal_count,signal_states_json
0011,0001_20230322_083454,imptc_set_01.tar.gz,1679474151920035,007,person,vrus,person,4.275329,15,8.961718,1.792344,ok,1679474152160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0013,0001_20230322_083454,imptc_set_01.tar.gz,1679474158480035,009,person,vrus,person,1.278461,15,0.333905,0.066781,ok,1679474158200035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0014,0001_20230322_083454,imptc_set_01.tar.gz,1679474108120035,010,person,vrus,scooter,6.154863,14,6.468309,1.293662,ok,1679474108200035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0015,0001_20230322_083454,imptc_set_01.tar.gz,1679474105200035,011,person,vehicles,car,10.528572,14,6.929458,1.385892,ok,1679474105160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0016,0001_20230322_083454,imptc_set_01.tar.gz,1679474109240035,012,person,vrus,person,4.239259,13,7.238389,1.447678,ok,1679474109160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0017,0001_20230322_083454,imptc_set_01.tar.gz,1679474128200035,013,person,vrus,person,0.79994,12,0.064609,0.012922,ok,1679474128160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0019,0002_20230322_083625,imptc_set_01.tar.gz,1679474215760035,000,person,vrus,person,4.034089,6,0.091332,0.018266,ok,1679474216200035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0020,0002_20230322_083625,imptc_set_01.tar.gz,1679474206080035,001,person,vrus,person,1.850334,8,6.26553,1.253106,ok,1679474206160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0021,0002_20230322_083625,imptc_set_01.tar.gz,1679474226960035,003,person,vrus,person,1.908922,12,0.086305,0.017261,ok,1679474227160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}"
0022,0002_20230322_083625,imptc_set_01.tar.gz,1679474232920035,004,person,vrus,person,0.422377,12,6.945299,1.38906,ok,1679474233160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0023,0002_20230322_083625,imptc_set_01.tar.gz,1679474233920035,005,person,vrus,person,0.811677,13,7.335553,1.467111,ok,1679474234200035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0024,0002_20230322_083625,imptc_set_01.tar.gz,1679474191360035,006,person,vrus,bicycle,2.780221,15,6.462759,1.292552,ok,1679474191160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0026,0003_20230322_083935,imptc_set_01.tar.gz,1679474406000035,000,person,vehicles,car,8.030715,12,0.060784,0.012157,ok,1679474406200035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0027,0003_20230322_083935,imptc_set_01.tar.gz,1679474421440035,002,person,vrus,person,5.680807,15,8.486702,1.69734,ok,1679474421160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0028,0003_20230322_083935,imptc_set_01.tar.gz,1679474424840035,003,person,vrus,person,0.39298,15,0.038352,0.00767,ok,1679474425160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0029,0003_20230322_083935,imptc_set_01.tar.gz,1679474426400035,004,person,vrus,person,3.712814,15,8.980081,1.796016,ok,1679474426160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0030,0003_20230322_083935,imptc_set_01.tar.gz,1679474426080035,007,person,vehicles,car,2.176507,15,1.547494,0.309499,ok,1679474426160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0031,0004_20230322_084251,imptc_set_01.tar.gz,1679474596640035,000,person,vrus,person,3.583051,11,5.418962,1.083792,ok,1679474596160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0032,0004_20230322_084251,imptc_set_01.tar.gz,1679474595240035,001,person,vehicles,car,11.475622,11,6.951703,1.390341,ok,1679474595160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0033,0004_20230322_084251,imptc_set_01.tar.gz,1679474594480035,002,person,vrus,person,1.136747,11,8.833608,1.766722,ok,1679474594160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0034,0004_20230322_084251,imptc_set_01.tar.gz,1679474593880035,003,person,vrus,person,2.734697,11,6.126305,1.225261,ok,1679474594160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0035,0004_20230322_084251,imptc_set_01.tar.gz,1679474593040035,004,person,vrus,person,1.397987,11,4.637678,0.927536,ok,1679474593160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0036,0004_20230322_084251,imptc_set_01.tar.gz,1679474590840035,005,person,vrus,person,0.792991,12,2.777408,0.555482,ok,1679474591160035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0037,0004_20230322_084251,imptc_set_01.tar.gz,1679474617280035,006,person,vehicles,car,4.382251,9,7.099184,1.628253,ok,1679474617160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0039,0005_20230322_084431,imptc_set_01.tar.gz,1679474689720035,000,person,vrus,person,0.696487,9,7.262997,1.452599,ok,1679474690200035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0040,0005_20230322_084431,imptc_set_01.tar.gz,1679474688880035,001,person,vrus,person,2.2912,9,7.099098,1.41982,ok,1679474689160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0041,0005_20230322_084431,imptc_set_01.tar.gz,1679474687000035,002,person,vrus,person,1.927408,9,7.801292,1.560258,ok,1679474687160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0042,0005_20230322_084431,imptc_set_01.tar.gz,1679474694680035,004,person,vehicles,car,7.512016,9,0.044233,0.008847,ok,1679474694200035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0043,0005_20230322_084431,imptc_set_01.tar.gz,1679474683160035,005,person,vehicles,car,17.948258,9,8.161236,1.632247,ok,1679474683160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0044,0005_20230322_084431,imptc_set_01.tar.gz,1679474693320035,006,person,vrus,person,0.872985,9,6.731641,1.346328,ok,1679474693160035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0045,0006_20230322_113007,imptc_set_01.tar.gz,1679484644000035,000,person,vrus,person,0.370858,8,0.071908,0.014382,ok,1679484644240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0046,0006_20230322_113007,imptc_set_01.tar.gz,1679484652680035,001,person,vrus,person,0.217141,8,0.039184,0.007837,ok,1679484652240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 10, ""k6"": 10}"
0047,0006_20230322_113007,imptc_set_01.tar.gz,1679484649080035,002,person,vrus,person,1.168327,7,0.019998,0.004,ok,1679484649240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0048,0006_20230322_113007,imptc_set_01.tar.gz,1679484655440035,003,person,vrus,person,1.146583,8,0.157595,0.031519,ok,1679484655240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0049,0006_20230322_113007,imptc_set_01.tar.gz,1679484656920035,004,person,vrus,person,1.768858,8,4.984035,0.996807,ok,1679484657240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 2, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 30, ""k4"": 10, ""k5"": 10, ""k6"": 30}"
0050,0006_20230322_113007,imptc_set_01.tar.gz,1679484665360035,005,person,vrus,person,1.082321,14,7.472401,1.49448,ok,1679484665240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0051,0006_20230322_113007,imptc_set_01.tar.gz,1679484620200035,006,person,vehicles,car,6.305907,12,7.58376,1.516752,ok,1679484620240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0052,0006_20230322_113007,imptc_set_01.tar.gz,1679484670560035,007,person,vrus,person,4.765566,15,7.367272,1.473454,ok,1679484670280035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0053,0006_20230322_113007,imptc_set_01.tar.gz,1679484614680035,009,person,vrus,person,0.539958,11,0.431541,0.086308,ok,1679484614240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0054,0006_20230322_113007,imptc_set_01.tar.gz,1679484641720035,010,person,vehicles,car,18.557969,9,7.550964,1.510193,ok,1679484641240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0055,0006_20230322_113007,imptc_set_01.tar.gz,1679484669720035,011,person,vrus,person,0.62484,15,7.750787,1.550157,ok,1679484669240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0057,0007_20230322_114343,imptc_set_01.tar.gz,1679485465520035,000,person,vrus,person,2.030014,7,0.287962,0.057592,ok,1679485465240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0058,0007_20230322_114343,imptc_set_01.tar.gz,1679485471280035,001,person,vrus,person,1.293105,7,0.406424,0.081285,ok,1679485471240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}"
0059,0007_20230322_114343,imptc_set_01.tar.gz,1679485475480035,003,person,vrus,person,1.682359,11,5.518256,1.103651,ok,1679485475240035,12,"{""b1"": 2, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 30, ""k4"": 10, ""k5"": 10, ""k6"": 30}"
0060,0007_20230322_114343,imptc_set_01.tar.gz,1679485436480035,004,person,vehicles,car,18.326661,9,6.855468,1.371094,ok,1679485436280035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0061,0007_20230322_114343,imptc_set_01.tar.gz,1679485485680035,005,person,vrus,person,0.558298,12,7.841265,1.568253,ok,1679485485240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0062,0007_20230322_114343,imptc_set_01.tar.gz,1679485485680035,006,person,vrus,person,0.558298,12,5.803738,1.160748,ok,1679485485240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0064,0008_20230322_114623,imptc_set_01.tar.gz,1679485650080035,000,person,vrus,person,1.259649,11,0.234216,0.046843,ok,1679485650240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0065,0008_20230322_114623,imptc_set_01.tar.gz,1679485646320035,002,person,vrus,person,1.440345,10,0.036528,0.007306,ok,1679485646240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0066,0008_20230322_114623,imptc_set_01.tar.gz,1679485665600035,003,person,vrus,person,1.406567,8,5.516646,1.103329,ok,1679485665240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0067,0008_20230322_114623,imptc_set_01.tar.gz,1679485606800035,004,person,vrus,person,6.713004,15,3.864903,0.772981,ok,1679485607240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0068,0008_20230322_114623,imptc_set_01.tar.gz,1679485687000035,005,person,vrus,person,2.446307,9,2.692798,0.53856,ok,1679485687240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0069,0008_20230322_114623,imptc_set_01.tar.gz,1679485714320035,006,person,vehicles,car,6.946811,14,6.724058,1.344812,ok,1679485714240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0070,0008_20230322_114623,imptc_set_01.tar.gz,1679485600000035,007,person,vehicles,car,7.532039,15,6.964283,1.392857,ok,1679485600240035,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0071,0008_20230322_114623,imptc_set_01.tar.gz,1679485718960035,008,person,vehicles,car,11.989407,11,0.865035,0.173007,ok,1679485719240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0072,0008_20230322_114623,imptc_set_01.tar.gz,1679485697280035,009,person,vrus,person,0.904684,15,5.466795,1.093359,ok,1679485697240035,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0073,0008_20230322_114623,imptc_set_01.tar.gz,1679485589360035,010,person,vrus,person,13.013324,11,7.651909,1.530382,ok,1679485589240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 30, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0074,0008_20230322_114623,imptc_set_01.tar.gz,1679485725440035,011,person,vehicles,car,15.549379,7,8.715016,1.743003,ok,1679485725240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0075,0008_20230322_114623,imptc_set_01.tar.gz,1679485673920035,012,person,vrus,person,0.831708,10,7.299573,1.533524,ok,1679485674240035,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0076,0009_20230322_115403,imptc_set_01.tar.gz,1679486104720035,000,person,vehicles,car,13.198756,5,0.034194,0.006839,ok,1679486104240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}"
0077,0009_20230322_115403,imptc_set_01.tar.gz,1679486093720035,001,person,vehicles,car,11.88075,2,0.229194,0.045839,ok,1679486093240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0079,0009_20230322_115403,imptc_set_01.tar.gz,1679486082200035,003,person,vehicles,car,6.063098,4,0.815621,0.163124,ok,1679486082280035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0080,0009_20230322_115403,imptc_set_01.tar.gz,1679486064760035,004,person,vehicles,car,10.235831,11,6.497046,1.56179,ok,1679486065240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0082,0010_20230322_115554,imptc_set_01.tar.gz,1679486192800035,000,person,vrus,bicycle,3.896666,5,1.15754,0.231508,ok,1679486193240035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
