sample_id,src_info,archive,scene_path,target_type,target_id,radius,match_count_for_sample,target_found,target_class_name,target_first_ts,target_last_ts,target_length,target_duration,n_interacting_tracks,n_vru_interactions,n_vehicle_interactions,strongest_other_type,strongest_other_id,strongest_min_dist,strongest_close_frames,status
0066,20230322_114623/003,imptc_set_01.tar.gz,0008_20230322_114623,vrus,003,5.0,1,1,person,1679485638200035,1679485692960035,1370,54.84,4,4,0,vrus,002,1.243557,1238,ok
0067,20230322_114623/004,imptc_set_01.tar.gz,0008_20230322_114623,vrus,004,5.0,1,1,person,1679485583600035,1679485629960035,1160,46.44,2,1,1,vrus,010,4.229927,15,ok
0068,20230322_114623/005,imptc_set_01.tar.gz,0008_20230322_114623,vrus,005,5.0,1,1,person,1679485664640035,1679485709320035,1118,44.76,7,4,3,vrus,000,2.446307,487,ok
0069,20230322_114623/006,imptc_set_01.tar.gz,0008_20230322_114623,vrus,006,5.0,1,1,person,1679485697880035,1679485730720035,822,32.92,2,1,1,vrus,005,1.376623,86,ok
0070,20230322_114623/007,imptc_set_01.tar.gz,0008_20230322_114623,vrus,007,5.0,1,1,person,1679485583600035,1679485616400035,821,32.88,0,0,0,,,,,ok
0071,20230322_114623/008,imptc_set_01.tar.gz,0008_20230322_114623,vrus,008,5.0,1,1,person,1679485707160035,1679485730720035,590,23.64,2,2,0,vrus,001,2.608534,43,ok
0072,20230322_114623/009,imptc_set_01.tar.gz,0008_20230322_114623,vrus,009,5.0,1,1,person,1679485689720035,1679485704840035,379,15.2,3,3,0,vrus,001,0.357973,379,ok
0073,20230322_114623/010,imptc_set_01.tar.gz,0008_20230322_114623,vrus,010,5.0,1,1,person,1679485583600035,1679485595080035,288,11.56,1,1,0,vrus,004,4.229927,15,ok
0074,20230322_114623/011,imptc_set_01.tar.gz,0008_20230322_114623,vrus,011,5.0,1,1,person,1679485720120035,1679485730720035,266,10.68,3,0,3,vehicles,1080,3.973382,13,ok
0075,20230322_114623/012,imptc_set_01.tar.gz,0008_20230322_114623,vrus,012,5.0,1,1,person,1679485669120035,1679485678680035,240,9.64,5,4,1,vrus,001,0.013291,198,ok
0076,20230322_115403/000,imptc_set_01.tar.gz,0009_20230322_115403,vrus,000,5.0,1,1,person,1679486069160035,1679486140240035,1778,71.16,3,1,2,vehicles,1037,4.106492,111,ok
0077,20230322_115403/001,imptc_set_01.tar.gz,0009_20230322_115403,vrus,001,5.0,1,1,person,1679486058680035,1679486128760035,1753,70.16,11,3,8,vrus,002,2.431259,89,ok
0078,20230322_115403/002,imptc_set_01.tar.gz,0009_20230322_115403,vrus,002,5.0,1,1,bicycle,1679486100280035,1679486124440035,605,24.24,1,1,0,vrus,001,2.431259,89,ok
0079,20230322_115403/003,imptc_set_01.tar.gz,0009_20230322_115403,vrus,003,5.0,1,1,person,1679486076080035,1679486088320035,307,12.32,0,0,0,,,,,ok
0080,20230322_115403/004,imptc_set_01.tar.gz,0009_20230322_115403,vrus,004,5.0,1,1,person,1679486060560035,1679486068920035,210,8.44,0,0,0,,,,,ok
0081,20230322_115403/005,imptc_set_01.tar.gz,0009_20230322_115403,vrus,005,5.0,1,1,motorcycle,1679486072880035,1679486079320035,162,6.52,1,1,0,vrus,001,3.501982,24,ok
0082,20230322_115554/000,imptc_set_01.tar.gz,0010_20230322_115554,vrus,000,5.0,1,1,person,1679486164720035,1679486220880035,1405,56.24,6,2,4,vrus,002,3.733227,452,ok
0083,20230322_115554/001,imptc_set_01.tar.gz,0010_20230322_115554,vrus,001,5.0,1,1,person,1679486156600035,1679486197400035,1021,40.88,5,0,5,vehicles,1044,4.258562,38,ok
0084,20230322_115554/002,imptc_set_01.tar.gz,0010_20230322_115554,vrus,002,5.0,1,1,bicycle,1679486168040035,1679486206720035,968,38.76,7,2,5,vrus,000,3.733227,452,ok
0085,20230322_115554/004,imptc_set_01.tar.gz,0010_20230322_115554,vrus,004,5.0,1,1,person,1679486205600035,1679486223760035,455,18.24,2,2,0,vrus,005,0.321521,384,ok
0086,20230322_115554/005,imptc_set_01.tar.gz,0010_20230322_115554,vrus,005,5.0,1,1,person,1679486208440035,1679486223760035,384,15.4,2,2,0,vrus,004,0.321521,384,ok
0087,20230322_115554/006,imptc_set_01.tar.gz,0010_20230322_115554,vrus,006,5.0,1,1,person,1679486208800035,1679486223760035,375,15.04,2,2,0,vrus,004,0.126666,375,ok
0088,20230322_115554/007,imptc_set_01.tar.gz,0010_20230322_115554,vrus,007,5.0,1,1,bicycle,1679486154760035,1679486160000035,132,5.32,0,0,0,,,,,ok
0089,20230322_115737/000,imptc_set_01.tar.gz,0011_20230322_115737,vrus,000,5.0,1,1,person,1679486257880035,1679486318640035,1520,60.84,4,1,3,vrus,001,1.71589,71,ok
0090,20230322_115737/001,imptc_set_01.tar.gz,0011_20230322_115737,vrus,001,5.0,1,1,person,1679486257880035,1679486318080035,1506,60.28,14,4,10,vehicles,1030,3.590417,246,ok
0091,20230322_115737/002,imptc_set_01.tar.gz,0011_20230322_115737,vrus,002,5.0,1,1,person,1679486257880035,1679486297680035,996,39.88,3,3,0,vrus,007,0.24585,714,ok
0092,20230322_115737/003,imptc_set_01.tar.gz,0011_20230322_115737,vrus,003,5.0,1,1,person,1679486288760035,1679486327800035,977,39.12,4,0,4,vehicles,1011,3.397476,53,ok
0093,20230322_115737/004,imptc_set_01.tar.gz,0011_20230322_115737,vrus,004,5.0,1,1,person,1679486257880035,1679486291520035,842,33.72,3,3,0,vrus,002,1.800161,398,ok
0094,20230322_115737/005,imptc_set_01.tar.gz,0011_20230322_115737,vrus,005,5.0,1,1,person,1679486257880035,1679486287440035,740,29.64,2,1,1,vrus,010,0.519969,219,ok
0095,20230322_115737/006,imptc_set_01.tar.gz,0011_20230322_115737,vrus,006,5.0,1,1,bicycle,1679486299040035,1679486327800035,720,28.84,0,0,0,,,,,ok
0096,20230322_115737/007,imptc_set_01.tar.gz,0011_20230322_115737,vrus,007,5.0,1,1,person,1679486259480035,1679486288000035,714,28.6,3,3,0,vrus,002,0.24585,714,ok
0097,20230322_115737/008,imptc_set_01.tar.gz,0011_20230322_115737,vrus,008,5.0,1,1,bicycle,1679486298480035,1679486325880035,686,27.48,1,1,0,vrus,009,2.648512,50,ok
0098,20230322_115737/009,imptc_set_01.tar.gz,0011_20230322_115737,vrus,009,5.0,1,1,bicycle,1679486306080035,1679486322400035,409,16.4,3,1,2,vehicles,1019,4.381343,62,ok
0099,20230322_115737/010,imptc_set_01.tar.gz,0011_20230322_115737,vrus,010,5.0,1,1,person,1679486264200035,1679486272920035,219,8.8,2,1,1,vrus,005,0.519969,219,ok
0100,20230322_120632/000,imptc_set_01.tar.gz,0012_20230322_120632,vrus,000,5.0,1,1,person,1679486792640035,1679486858560035,1649,66.0,18,8,10,vrus,006,1.359434,329,ok
0101,20230322_120632/001,imptc_set_01.tar.gz,0012_20230322_120632,vrus,001,5.0,1,1,person,1679486792760035,1679486858560035,1646,65.88,4,4,0,vrus,002,1.10285,1282,ok
0102,20230322_120632/002,imptc_set_01.tar.gz,0012_20230322_120632,vrus,002,5.0,1,1,person,1679486801080035,1679486857800035,1419,56.8,4,4,0,vrus,001,1.10285,1282,ok
0103,20230322_120632/003,imptc_set_01.tar.gz,0012_20230322_120632,vrus,003,5.0,1,1,bicycle,1679486792640035,1679486846000035,1335,53.44,5,4,1,vrus,001,1.600744,1104,ok
0104,20230322_120632/004,imptc_set_01.tar.gz,0012_20230322_120632,vrus,004,5.0,1,1,person,1679486815320035,1679486858560035,1082,43.32,4,4,0,vrus,002,1.17901,834,ok
0105,20230322_120632/005,imptc_set_01.tar.gz,0012_20230322_120632,vrus,005,5.0,1,1,person,1679486792640035,1679486823840035,781,31.28,3,2,1,vrus,008,0.068671,499,ok
0106,20230322_120632/006,imptc_set_01.tar.gz,0012_20230322_120632,vrus,006,5.0,1,1,person,1679486832480035,1679486858560035,653,26.16,5,2,3,vrus,009,0.371345,452,ok
0107,20230322_120632/007,imptc_set_01.tar.gz,0012_20230322_120632,vrus,007,5.0,1,1,person,1679486794360035,1679486815680035,534,21.4,2,2,0,vrus,011,0.196788,290,ok
0108,20230322_120632/008,imptc_set_01.tar.gz,0012_20230322_120632,vrus,008,5.0,1,1,bicycle,1679486795720035,1679486815640035,499,20.0,2,2,0,vrus,005,0.068671,499,ok
0109,20230322_120632/009,imptc_set_01.tar.gz,0012_20230322_120632,vrus,009,5.0,1,1,person,1679486840520035,1679486858560035,452,18.12,5,2,3,vrus,006,0.371345,452,ok
0110,20230322_120632/010,imptc_set_01.tar.gz,0012_20230322_120632,vrus,010,5.0,1,1,person,1679486812800035,1679486828920035,404,16.2,0,0,0,,,,,ok
0111,20230322_120632/011,imptc_set_01.tar.gz,0012_20230322_120632,vrus,011,5.0,1,1,person,1679486793080035,1679486805920035,322,12.92,1,1,0,vrus,007,0.196788,290,ok
0112,20230323_082718/000,imptc_set_01.tar.gz,0013_20230323_082718,vrus,000,5.0,1,1,person,1679560038280002,1679560114079987,1896,75.88,6,1,5,vrus,001,1.344308,673,ok
0113,20230323_082718/001,imptc_set_01.tar.gz,0013_20230323_082718,vrus,001,5.0,1,1,person,1679560038280002,1679560114079987,1896,75.88,7,1,6,vrus,000,1.344308,673,ok
0114,20230323_082718/002,imptc_set_01.tar.gz,0013_20230323_082718,vrus,002,5.0,1,1,person,1679560055840008,1679560080280002,612,24.52,1,0,1,vehicles,1004,4.756241,4,ok
0115,20230323_082718/003,imptc_set_01.tar.gz,0013_20230323_082718,vrus,003,5.0,1,1,person,1679560039000000,1679560054800029,396,15.88,4,0,4,vehicles,1010,3.44153,21,ok
0116,20230323_082718/004,imptc_set_01.tar.gz,0013_20230323_082718,vrus,004,5.0,1,1,person,1679560038280002,1679560051399999,329,13.2,4,0,4,vehicles,1018,4.476068,25,ok
0117,20230323_082718/005,imptc_set_01.tar.gz,0013_20230323_082718,vrus,005,5.0,1,1,bicycle,1679560098920026,1679560106720011,196,7.88,1,0,1,vehicles,1053,2.896029,68,ok
0118,20230323_082848/000,imptc_set_01.tar.gz,0014_20230323_082848,vrus,000,5.0,1,1,person,1679560128320011,1679560210760020,2062,82.52,9,0,9,vehicles,1017,2.163513,29,ok
0119,20230323_082848/001,imptc_set_01.tar.gz,0014_20230323_082848,vrus,001,5.0,1,1,person,1679560128320011,1679560210760020,2062,82.52,15,3,12,vrus,004,0.575617,413,ok
0120,20230323_082848/002,imptc_set_01.tar.gz,0014_20230323_082848,vrus,002,5.0,1,1,person,1679560129880017,1679560210760020,2023,80.96,1,1,0,vrus,001,1.495962,79,ok
0121,20230323_082848/003,imptc_set_01.tar.gz,0014_20230323_082848,vrus,003,5.0,1,1,person,1679560168720011,1679560201960035,832,33.32,2,1,1,vrus,001,0.813521,203,ok
0122,20230323_083456/000,imptc_set_01.tar.gz,0015_20230323_083456,vrus,000,5.0,1,1,person,1679560497160005,1679560568680002,1789,71.6,15,11,4,vrus,004,1.575347,1459,ok
0123,20230323_083456/001,imptc_set_01.tar.gz,0015_20230323_083456,vrus,001,5.0,1,1,person,1679560497160005,1679560568680002,1789,71.6,15,11,4,vrus,004,1.765338,1293,ok
0124,20230323_083456/002,imptc_set_01.tar.gz,0015_20230323_083456,vrus,002,5.0,1,1,person,1679560497160005,1679560568680002,1789,71.6,9,9,0,vrus,003,1.621492,263,ok
0125,20230323_083456/003,imptc_set_01.tar.gz,0015_20230323_083456,vrus,003,5.0,1,1,person,1679560497519996,1679560568680002,1780,71.24,15,11,4,vrus,006,0.517713,905,ok
0126,20230323_083456/004,imptc_set_01.tar.gz,0015_20230323_083456,vrus,004,5.0,1,1,person,1679560497160005,1679560563440008,1658,66.36,20,11,9,vrus,000,1.575347,1459,ok
0127,20230323_083456/005,imptc_set_01.tar.gz,0015_20230323_083456,vrus,005,5.0,1,1,person,1679560521000000,1679560568680002,1193,47.76,12,10,2,vrus,000,1.076627,914,ok
0128,20230323_083456/006,imptc_set_01.tar.gz,0015_20230323_083456,vrus,006,5.0,1,1,person,1679560532519996,1679560568680002,905,36.24,9,9,0,vrus,003,0.517713,905,ok
0129,20230323_083456/007,imptc_set_01.tar.gz,0015_20230323_083456,vrus,007,5.0,1,1,person,1679560500519996,1679560531359990,772,30.92,2,1,1,vrus,002,2.183832,105,ok
0130,20230323_083456/009,imptc_set_01.tar.gz,0015_20230323_083456,vrus,009,5.0,1,1,person,1679560505359990,1679560532119996,670,26.84,6,5,1,vrus,000,0.90737,150,ok
0131,20230323_083456/010,imptc_set_01.tar.gz,0015_20230323_083456,vrus,010,5.0,1,1,person,1679560544280002,1679560568079987,596,23.88,11,9,2,vrus,000,0.047668,596,ok
0132,20230323_083456/011,imptc_set_01.tar.gz,0015_20230323_083456,vrus,011,5.0,1,1,person,1679560497320011,1679560519920026,566,22.68,6,4,2,vrus,001,0.173091,566,ok
0133,20230323_083456/012,imptc_set_01.tar.gz,0015_20230323_083456,vrus,012,5.0,1,1,person,1679560536840008,1679560559160005,559,22.4,5,4,1,vrus,001,1.337753,204,ok
0134,20230323_083456/013,imptc_set_01.tar.gz,0015_20230323_083456,vrus,013,5.0,1,1,person,1679560548039978,1679560568680002,517,20.72,11,9,2,vrus,000,0.024498,517,ok
0135,20230323_083456/014,imptc_set_01.tar.gz,0015_20230323_083456,vrus,014,5.0,1,1,person,1679560531519996,1679560542519996,276,11.08,0,0,0,,,,,ok
0136,20230323_083733/000,imptc_set_01.tar.gz,0016_20230323_083733,vrus,000,5.0,1,1,person,1679560654280002,1679560747000000,2319,92.8,22,12,10,vrus,001,2.35152,1992,ok
0137,20230323_083733/001,imptc_set_01.tar.gz,0016_20230323_083733,vrus,001,5.0,1,1,person,1679560653519996,1679560744920026,2286,91.48,19,9,10,vrus,002,1.154526,2240,ok
0138,20230323_083733/002,imptc_set_01.tar.gz,0016_20230323_083733,vrus,002,5.0,1,1,person,1679560653680002,1679560743239993,2240,89.64,21,11,10,vrus,001,1.154526,2240,ok
0139,20230323_083733/003,imptc_set_01.tar.gz,0016_20230323_083733,vrus,003,5.0,1,1,person,1679560699399999,1679560774640023,1882,75.32,13,1,12,vrus,006,2.144018,79,ok
0140,20230323_083733/004,imptc_set_01.tar.gz,0016_20230323_083733,vrus,004,5.0,1,1,person,1679560669320011,1679560743119996,1846,73.88,17,13,4,vrus,000,1.467808,1640,ok
0141,20230323_083733/005,imptc_set_01.tar.gz,0016_20230323_083733,vrus,005,5.0,1,1,person,1679560694199984,1679560759440008,1632,65.32,15,12,3,vrus,004,1.266408,805,ok
0142,20230323_083733/007,imptc_set_01.tar.gz,0016_20230323_083733,vrus,007,5.0,1,1,person,1679560709640023,1679560746239993,916,36.68,15,10,5,vrus,005,1.52477,658,ok
0143,20230323_083733/008,imptc_set_01.tar.gz,0016_20230323_083733,vrus,008,5.0,1,1,person,1679560681840008,1679560716320011,863,34.56,7,6,1,vrus,004,1.614341,677,ok
0144,20230323_083733/009,imptc_set_01.tar.gz,0016_20230323_083733,vrus,009,5.0,1,1,person,1679560653519996,1679560672760020,482,19.32,5,1,4,vrus,019,0.245007,306,ok
